Years in the past from 1950,Ice Volume,Temperature Anomaly,CO2 for Ice,Temperature for Ice
489756.0,23.9,-2.424,,210.3
489746.00000000006,23.9,-2.467,,210.1
489736.0,23.9,-2.512,,210.2
489725.99999999994,23.9,-2.554,,210.0
489716.0,23.9,-2.592,,209.9
489706.0,24.0,-2.633,,210.2
489696.00000000006,24.0,-2.675,,209.8
489686.0,24.0,-2.719,,210.3
489675.99999999994,24.0,-2.759,,209.6
489666.0,24.0,-2.801,,210.0
489656.0,24.0,-2.841,,209.6
489646.00000000006,24.0,-2.864,,210.2
489636.0,24.1,-2.907,,209.7
489625.99999999994,24.1,-2.951,,210.3
489616.0,24.1,-2.971,,210.3
489606.0,24.1,-2.992,,210.4
489596.00000000006,24.1,-3.029,,210.8
489586.0,24.1,-3.051,,210.5
489575.99999999994,24.1,-3.067,,210.2
489566.0,24.2,-3.09,,211.7
489556.0,24.2,-3.129,,211.5
489546.00000000006,24.2,-3.148,,211.9
489536.0,24.2,-3.169,,212.2
489525.99999999994,24.2,-3.17,,213.1
489516.0,24.2,-3.19,,213.5
489506.0,24.2,-3.206,,211.8
489496.00000000006,24.2,-3.227,,212.5
489486.0,24.3,-3.226,,211.9
489475.99999999994,24.3,-3.246,,212.1
489466.0,24.3,-3.244,,212.4
489456.0,24.3,-3.262,,211.5
489446.00000000006,24.3,-3.26,,211.7
489436.0,24.3,-3.26,,210.8
489425.99999999994,24.3,-3.258,,210.7
489416.0,24.3,-3.255,,210.3
489406.0,24.3,-3.255,,210.9
489396.00000000006,24.4,-3.255,,210.3
489386.0,24.4,-3.255,,209.8
489375.99999999994,24.4,-3.256,,209.9
489366.0,24.4,-3.257,,209.7
489356.0,24.4,-3.238,,209.9
489346.00000000006,24.4,-3.239,,209.9
489336.0,24.4,-3.239,,210.5
489325.99999999994,24.4,-3.221,,210.8
489316.0,24.4,-3.206,,212.1
489306.0,24.4,-3.21,,211.7
489296.00000000006,24.4,-3.192,,213.1
489286.0,24.4,-3.177,,211.0
489275.99999999994,24.4,-3.161,,211.4
489266.0,24.5,-3.146,,211.4
489256.0,24.5,-3.129,,210.2
489246.00000000006,24.5,-3.117,,210.2
489236.0,24.5,-3.105,,210.3
489225.99999999994,24.5,-3.091,,210.3
489216.0,24.5,-3.06,,210.4
489206.0,24.5,-3.048,,210.8
489196.00000000006,24.5,-3.036,,211.0
489186.0,24.5,-3.006,,211.2
489175.99999999994,24.5,-2.975,,211.3
489166.0,24.5,-2.965,,211.8
489156.0,24.5,-2.935,,211.6
489146.00000000006,24.5,-2.905,,212.3
489136.0,24.5,-2.895,,211.6
489125.99999999994,24.5,-2.866,,211.8
489116.0,24.5,-2.837,,211.7
489106.0,24.5,-2.809,,211.7
489096.00000000006,24.5,-2.8,,212.0
489086.0,24.5,-2.771,,211.7
489075.99999999994,24.5,-2.743,,212.1
489066.0,24.5,-2.716,,211.9
489056.0,24.5,-2.69,,212.9
489046.00000000006,24.6,-2.663,,212.7
489036.0,24.6,-2.635,,212.8
489025.99999999994,24.6,-2.61,,213.0
489016.0,24.6,-2.584,,212.9
489006.0,24.6,-2.559,,212.7
488996.00000000006,24.6,-2.533,,212.8
488986.0,24.6,-2.508,,212.8
488975.99999999994,24.6,-2.485,,213.1
488966.0,24.6,-2.46,,213.0
488956.0,24.6,-2.434,,214.2
488946.00000000006,24.6,-2.411,,213.7
488936.0,24.6,-2.369,,214.2
488925.99999999994,24.6,-2.346,,214.2
488916.0,24.6,-2.323,,214.1
488906.0,24.6,-2.301,,214.4
488896.00000000006,24.6,-2.26,,213.7
488886.0,24.6,-2.238,,214.0
488875.99999999994,24.6,-2.217,,214.3
488866.0,24.6,-2.172,,214.9
488856.0,24.6,-2.152,,215.2
488846.00000000006,24.6,-2.13,,214.5
488836.0,24.6,-2.087,,215.0
488825.99999999994,24.6,-2.066,,214.7
488816.0,24.6,-2.025,,215.5
488806.0,24.6,-2.006,,214.8
488796.00000000006,24.6,-1.964,,215.2
488786.0,24.6,-1.945,,214.8
488775.99999999994,24.6,-1.903,,214.5
488766.0,24.6,-1.883,,215.0
488756.0,24.7,-1.843,,215.2
488746.00000000006,24.7,-1.802,,215.5
488736.0,24.7,-1.781,,214.7
488725.99999999994,24.7,-1.739,,214.8
488716.0,24.7,-1.698,,215.0
488706.0,24.7,-1.679,,215.6
488696.00000000006,24.7,-1.638,,215.6
488686.0,24.7,-1.596,,215.1
488675.99999999994,24.7,-1.557,,214.7
488666.0,24.7,-1.516,,215.5
488656.0,24.7,-1.477,,215.3
488646.00000000006,24.7,-1.436,,215.3
488636.0,24.7,-1.395,,216.1
488625.99999999994,24.7,-1.356,,215.7
488616.0,24.7,-1.297,,216.1
488606.0,24.7,-1.256,,215.4
488596.00000000006,24.7,-1.214,,214.9
488586.0,24.7,-1.155,,216.4
488575.99999999994,24.7,-1.114,,215.2
488566.0,24.7,-1.055,,215.1
488556.0,24.7,-0.993,,215.4
488546.00000000006,24.7,-0.933,,215.8
488536.0,24.7,-0.895,,216.9
488525.99999999994,24.7,-0.833,,217.1
488516.0,24.7,-0.772,,216.5
488506.0,24.7,-0.712,,216.0
488496.00000000006,24.7,-0.632,,216.7
488486.0,24.7,-0.57,,216.7
488475.99999999994,24.7,-0.509,,216.9
488466.0,24.7,-0.449,,216.6
488456.0,24.7,-0.367,,216.5
488446.00000000006,24.7,-0.308,,216.9
488436.0,24.7,-0.227,,217.4
488425.99999999994,24.7,-0.146,,217.2
488416.0,24.7,-0.086,,217.1
488406.0,24.7,-0.006,,217.7
488396.00000000006,24.7,0.075,,218.0
488386.0,24.7,0.155,,218.1
488375.99999999994,24.7,0.233,,218.1
488366.0,24.7,0.313,,218.8
488356.0,24.7,0.392,,217.8
488346.00000000006,24.7,0.471,,218.9
488336.0,24.7,0.547,,218.3
488325.99999999994,24.7,0.647,,219.5
488316.0,24.7,0.723,,220.3
488306.0,24.7,0.82,,220.4
488296.00000000006,24.7,0.896,,220.0
488286.0,24.7,0.989,,219.8
488275.99999999994,24.7,1.084,,220.6
488266.0,24.7,1.158,,219.8
488256.0,24.7,1.253,,220.1
488246.00000000006,24.7,1.345,,220.6
488236.0,24.7,1.437,,220.2
488225.99999999994,24.6,1.527,,220.3
488216.0,24.6,1.618,,220.0
488206.0,24.6,1.708,,219.8
488196.00000000006,24.6,1.816,,219.9
488186.0,24.6,1.905,,219.8
488175.99999999994,24.6,1.99,,219.1
488166.0,24.6,2.093,,220.2
488156.0,24.6,2.178,,219.8
488146.00000000006,24.6,2.261,,219.6
488136.0,24.6,2.338,,219.2
488125.99999999994,24.6,2.417,,218.8
488116.0,24.6,2.476,,218.7
488106.0,24.6,2.55,,218.7
488096.00000000006,24.5,2.624,,219.1
488086.0,24.5,2.679,,219.1
488075.99999999994,24.5,2.757,,219.3
488066.0,24.5,2.808,,218.7
488056.0,24.5,2.86,,218.3
488046.00000000006,24.5,2.93,,218.0
488036.0,24.5,2.974,,217.9
488025.99999999994,24.4,3.021,,217.8
488016.0,24.4,3.069,,216.9
488006.0,24.4,3.091,,216.5
487996.00000000006,24.4,3.128,,215.9
487986.0,24.4,3.159,,216.1
487975.99999999994,24.3,3.173,,216.4
487966.0,24.3,3.207,,215.8
487956.0,24.3,3.216,,215.8
487946.00000000006,24.3,3.245,,215.2
487936.0,24.2,3.255,,215.4
487925.99999999994,24.2,3.265,,215.0
487916.0,24.2,3.273,,214.8
487906.0,24.2,3.285,,214.8
487896.00000000006,24.1,3.299,,213.8
487886.0,24.1,3.305,,214.5
487875.99999999994,24.1,3.32,,214.1
487866.0,24.1,3.314,,213.2
487856.0,24.1,3.33,,213.9
487846.00000000006,24.0,3.33,,213.1
487836.0,24.0,3.349,,212.6
487825.99999999994,24.0,3.349,,212.4
487816.0,23.9,3.352,,211.9
487806.0,23.9,3.358,,211.1
487796.00000000006,23.9,3.367,,211.4
487786.0,23.9,3.379,,211.5
487775.99999999994,23.8,3.389,,211.4
487766.0,23.8,3.406,,212.3
487756.0,23.8,3.425,,212.3
487746.00000000006,23.8,3.425,,212.3
487736.0,23.8,3.445,,212.0
487725.99999999994,23.7,3.447,,212.7
487716.0,23.7,3.453,,212.7
487706.0,23.7,3.482,,212.7
487696.00000000006,23.7,3.491,,212.0
487686.0,23.7,3.501,,212.5
487675.99999999994,23.6,3.51,,212.4
487666.0,23.6,3.52,,211.7
487656.0,23.6,3.532,,212.1
487646.00000000006,23.6,3.546,,212.0
487636.0,23.6,3.557,,211.4
487625.99999999994,23.5,3.546,,211.4
487616.0,23.5,3.559,,210.9
487606.0,23.5,3.572,,211.0
487596.00000000006,23.5,3.588,,210.4
487586.0,23.5,3.582,,211.1
487575.99999999994,23.4,3.595,,210.8
487566.0,23.4,3.609,,210.6
487556.0,23.4,3.623,,210.9
487546.00000000006,23.4,3.616,,210.9
487536.0,23.4,3.63,,211.1
487525.99999999994,23.3,3.623,,211.2
487516.0,23.3,3.636,,210.6
487506.0,23.3,3.63,,209.9
487496.00000000006,23.3,3.642,,209.8
487486.0,23.3,3.634,,210.1
487475.99999999994,23.3,3.647,,210.2
487466.0,23.2,3.64,,210.0
487456.0,23.2,3.634,,210.7
487446.00000000006,23.2,3.648,,210.0
487436.0,23.2,3.642,,210.5
487425.99999999994,23.2,3.635,,209.9
487416.0,23.2,3.65,,210.0
487406.0,23.2,3.644,,210.7
487396.00000000006,23.2,3.639,,210.8
487386.0,23.2,3.634,,210.9
487375.99999999994,23.2,3.629,,211.2
487366.0,23.2,3.645,,210.4
487356.0,23.2,3.639,,210.1
487346.00000000006,23.2,3.634,,210.6
487336.0,23.2,3.63,,210.9
487325.99999999994,23.2,3.626,,210.5
487316.0,23.2,3.622,,210.5
487306.0,23.2,3.617,,210.6
487296.00000000006,23.2,3.613,,210.0
487286.0,23.2,3.59,,210.4
487275.99999999994,23.2,3.586,,210.6
487266.0,23.2,3.582,,210.9
487256.0,23.2,3.579,,211.2
487246.00000000006,23.2,3.577,,211.4
487236.0,23.2,3.574,,210.7
487225.99999999994,23.2,3.552,,211.2
487216.0,23.2,3.55,,211.4
487206.0,23.2,3.547,,210.2
487196.00000000006,23.2,3.524,,211.1
487186.0,23.2,3.522,,211.4
487175.99999999994,23.2,3.52,,211.2
487166.0,23.2,3.498,,211.5
487156.0,23.2,3.495,,211.8
487146.00000000006,23.2,3.473,,212.3
487136.0,23.2,3.471,,211.7
487125.99999999994,23.2,3.449,,211.0
487116.0,23.2,3.426,,211.2
487106.0,23.2,3.424,,210.9
487096.00000000006,23.2,3.402,,210.0
487086.0,23.2,3.38,,211.0
487075.99999999994,23.2,3.379,,211.1
487066.0,23.2,3.357,,210.8
487056.0,23.2,3.336,,210.4
487046.00000000006,23.2,3.315,,210.0
487036.0,23.2,3.293,,210.4
487025.99999999994,23.2,3.271,,210.3
487016.0,23.2,3.25,,211.7
487006.0,23.2,3.228,,211.1
486996.00000000006,23.2,3.206,,211.4
486986.0,23.2,3.186,,210.9
486975.99999999994,23.2,3.164,,210.4
486966.0,23.2,3.141,,210.1
486956.0,23.2,3.119,,210.5
486946.00000000006,23.2,3.098,,211.0
486936.0,23.2,3.076,,210.9
486925.99999999994,23.2,3.055,,210.6
486916.0,23.2,3.013,,211.4
486906.0,23.2,2.992,,210.5
486896.00000000006,23.2,2.971,,211.4
486886.0,23.2,2.93,,212.2
486875.99999999994,23.2,2.909,,212.3
486866.0,23.2,2.888,,212.3
486856.0,23.2,2.847,,211.5
486846.00000000006,23.2,2.827,,211.9
486836.0,23.2,2.786,,211.6
486825.99999999994,23.2,2.766,,211.1
486816.0,23.2,2.726,,211.5
486806.0,23.2,2.706,,211.7
486796.00000000006,23.2,2.666,,211.1
486786.0,23.2,2.627,,211.0
486775.99999999994,23.2,2.607,,210.9
486766.0,23.2,2.568,,211.2
486756.0,23.2,2.528,,211.0
486746.00000000006,23.2,2.489,,210.4
486736.0,23.2,2.469,,210.3
486725.99999999994,23.2,2.429,,209.5
486716.0,23.2,2.39,,209.7
486706.0,23.2,2.351,,210.3
486696.00000000006,23.2,2.312,,210.8
486686.0,23.2,2.272,,210.1
486675.99999999994,23.2,2.233,,209.8
486666.0,23.2,2.194,,209.7
486656.0,23.2,2.155,,209.6
486646.00000000006,23.2,2.117,,210.2
486636.0,23.2,2.078,,210.0
486625.99999999994,23.2,2.04,,210.0
486616.0,23.2,2.002,,209.9
486606.0,23.2,1.964,,209.9
486596.00000000006,23.2,1.926,,209.6
486586.0,23.2,1.888,,209.8
486575.99999999994,23.2,1.871,,209.5
486566.0,23.2,1.833,,209.3
486556.0,23.2,1.796,,209.9
486546.00000000006,23.2,1.759,,209.2
486536.0,23.2,1.723,,209.9
486525.99999999994,23.2,1.686,,210.0
486516.0,23.2,1.65,,209.5
486506.0,23.2,1.613,,208.9
486496.00000000006,23.2,1.578,,209.3
486486.0,23.2,1.562,,209.3
486475.99999999994,23.2,1.526,,209.1
486466.0,23.2,1.492,,209.1
486456.0,23.2,1.457,,209.2
486446.00000000006,23.2,1.422,,209.0
486436.0,23.2,1.408,,209.3
486425.99999999994,23.2,1.374,,209.1
486416.0,23.2,1.341,,209.1
486406.0,23.2,1.308,,209.4
486396.00000000006,23.2,1.275,,209.2
486386.0,23.2,1.261,,209.3
486375.99999999994,23.2,1.228,,209.3
486366.0,23.2,1.194,,209.3
486356.0,23.2,1.16,,209.8
486346.00000000006,23.2,1.146,,209.4
486336.0,23.2,1.113,,209.8
486325.99999999994,23.2,1.079,,209.4
486316.0,23.2,1.066,,209.3
486306.0,23.2,1.033,,210.0
486296.00000000006,23.2,1.0,,210.4
486286.0,23.2,0.966,,210.2
486275.99999999994,23.2,0.952,,209.7
486266.0,23.2,0.918,,209.3
486256.0,23.2,0.884,,209.9
486246.00000000006,23.2,0.87,,209.3
486236.0,23.2,0.837,,208.9
486225.99999999994,23.2,0.802,,210.0
486216.0,23.2,0.788,,210.5
486206.0,23.2,0.754,,210.5
486196.00000000006,23.2,0.739,,210.0
486186.0,23.3,0.704,,209.8
486175.99999999994,23.3,0.67,,208.9
486166.0,23.3,0.656,,210.3
486156.0,23.3,0.622,,210.2
486146.00000000006,23.3,0.608,,209.6
486136.0,23.3,0.574,,210.1
486125.99999999994,23.3,0.56,,210.2
486116.0,23.3,0.526,,210.9
486106.0,23.3,0.512,,211.4
486096.00000000006,23.3,0.497,,211.6
486086.0,23.3,0.463,,212.8
486075.99999999994,23.4,0.449,,211.6
486066.0,23.4,0.435,,211.1
486056.0,23.4,0.402,,211.7
486046.00000000006,23.4,0.387,,211.3
486036.0,23.4,0.372,,210.3
486025.99999999994,23.4,0.358,,210.8
486016.0,23.4,0.325,,211.6
486006.0,23.4,0.313,,211.4
485996.00000000006,23.4,0.299,,211.4
485986.0,23.4,0.286,,211.8
485975.99999999994,23.4,0.273,,211.6
485966.0,23.4,0.26,,212.0
485956.0,23.5,0.248,,211.8
485946.00000000006,23.5,0.234,,212.2
485936.0,23.5,0.223,,212.2
485925.99999999994,23.5,0.21,,212.3
485916.0,23.5,0.198,,212.5
485906.0,23.5,0.185,,211.9
485896.00000000006,23.5,0.171,,212.2
485886.0,23.5,0.16,,212.4
485875.99999999994,23.5,0.145,,212.5
485866.0,23.5,0.132,,212.3
485856.0,23.5,0.117,,212.4
485846.00000000006,23.5,0.123,,212.5
485836.0,23.5,0.109,,211.5
485825.99999999994,23.5,0.095,,212.9
485816.0,23.5,0.08,,212.5
485806.0,23.5,0.086,,212.7
485796.00000000006,23.5,0.073,,212.4
485786.0,23.5,0.059,,213.0
485775.99999999994,23.5,0.065,,212.9
485766.0,23.5,0.051,,213.3
485756.0,23.5,0.036,,213.1
485746.00000000006,23.5,0.041,,212.6
485736.0,23.5,0.025,,213.3
485725.99999999994,23.5,0.03,,212.8
485716.0,23.5,0.015,,212.8
485706.0,23.5,0.018,,213.2
485696.00000000006,23.5,0.002,,213.3
485686.0,23.5,0.005,,213.3
485675.99999999994,23.5,0.009,,213.6
485666.0,23.5,-0.006,,214.2
485656.0,23.5,-0.022,,213.9
485646.00000000006,23.5,-0.018,,213.2
485636.0,23.5,-0.035,,213.1
485625.99999999994,23.5,-0.052,,213.9
485616.0,23.5,-0.069,,212.9
485606.0,23.5,-0.085,,213.8
485596.00000000006,23.5,-0.104,,213.4
485586.0,23.5,-0.121,,213.4
485575.99999999994,23.5,-0.159,,213.7
485566.0,23.5,-0.179,,214.2
485556.0,23.5,-0.197,,214.7
485546.00000000006,23.5,-0.237,,214.4
485536.0,23.5,-0.257,,214.4
485525.99999999994,23.5,-0.295,,213.9
485516.0,23.5,-0.336,,213.7
485506.0,23.5,-0.377,,214.1
485496.00000000006,23.5,-0.419,,213.9
485486.0,23.5,-0.44,,213.8
485475.99999999994,23.5,-0.503,,213.0
485466.0,23.5,-0.546,,212.6
485456.0,23.5,-0.589,,212.5
485446.00000000006,23.5,-0.632,,212.9
485436.0,23.6,-0.675,,212.6
485425.99999999994,23.6,-0.739,,212.1
485416.0,23.6,-0.781,,211.6
485406.0,23.6,-0.845,,212.0
485396.00000000006,23.6,-0.907,,211.8
485386.0,23.6,-0.95,,212.2
485375.99999999994,23.6,-1.013,,211.3
485366.0,23.6,-1.075,,211.6
485356.0,23.6,-1.138,,210.5
485346.00000000006,23.6,-1.2,,210.7
485336.0,23.6,-1.259,,211.1
485325.99999999994,23.6,-1.34,,211.9
485316.0,23.6,-1.399,,210.8
485306.0,23.6,-1.456,,210.7
485296.00000000006,23.7,-1.533,,210.5
485286.0,23.7,-1.59,,210.7
485275.99999999994,23.7,-1.665,,211.3
485266.0,23.7,-1.742,,211.1
485256.0,23.7,-1.794,,211.6
485246.00000000006,23.7,-1.866,,212.1
485236.0,23.7,-1.94,,213.3
485225.99999999994,23.7,-2.012,,212.6
485216.0,23.8,-2.081,,212.3
485206.0,23.8,-2.149,,211.9
485196.00000000006,23.8,-2.237,,211.5
485186.0,23.8,-2.303,,211.1
485175.99999999994,23.8,-2.373,,210.9
485166.0,23.8,-2.441,,211.3
485156.0,23.9,-2.524,,212.0
485146.00000000006,23.9,-2.59,,210.4
485136.0,23.9,-2.635,,210.6
485125.99999999994,23.9,-2.699,,211.1
485116.0,23.9,-2.759,,211.4
485106.0,24.0,-2.799,,211.6
485096.00000000006,24.0,-2.859,,211.7
485086.0,24.0,-2.895,,211.9
485075.99999999994,24.0,-2.933,,211.6
485066.0,24.0,-2.972,,211.7
485056.0,24.0,-3.009,,212.2
485046.00000000006,24.1,-3.046,,212.4
485036.0,24.1,-3.081,,212.7
485025.99999999994,24.1,-3.096,,213.1
485016.0,24.1,-3.131,,212.3
485006.0,24.1,-3.142,,211.9
484996.00000000006,24.1,-3.173,,211.7
484986.0,24.1,-3.185,,211.1
484975.99999999994,24.2,-3.192,,211.5
484966.0,24.2,-3.201,,211.1
484956.0,24.2,-3.212,,211.1
484946.00000000006,24.2,-3.22,,211.2
484936.0,24.2,-3.204,,212.2
484925.99999999994,24.2,-3.212,,212.0
484916.0,24.2,-3.199,,211.8
484906.0,24.3,-3.204,,212.1
484896.00000000006,24.3,-3.196,,212.5
484886.0,24.3,-3.184,,212.9
484875.99999999994,24.3,-3.173,,212.4
484866.0,24.3,-3.162,,213.1
484856.0,24.3,-3.153,,212.7
484846.00000000006,24.3,-3.124,,213.7
484836.0,24.3,-3.115,,212.8
484825.99999999994,24.3,-3.088,,213.0
484816.0,24.3,-3.082,,213.1
484806.0,24.4,-3.057,,212.9
484796.00000000006,24.4,-3.032,,213.5
484786.0,24.4,-3.009,,214.2
484775.99999999994,24.4,-2.988,,213.9
484766.0,24.4,-2.965,,213.6
484756.0,24.4,-2.923,,212.7
484746.00000000006,24.4,-2.901,,212.9
484736.0,24.4,-2.861,,212.7
484725.99999999994,24.4,-2.841,,213.1
484716.0,24.4,-2.804,,212.6
484706.0,24.4,-2.765,,211.5
484696.00000000006,24.4,-2.731,,210.8
484686.0,24.4,-2.694,,211.7
484675.99999999994,24.5,-2.662,,211.3
484666.0,24.5,-2.607,,211.5
484656.0,24.5,-2.575,,211.7
484646.00000000006,24.5,-2.541,,212.1
484636.0,24.5,-2.49,,212.5
484625.99999999994,24.5,-2.459,,211.9
484616.0,24.5,-2.41,,212.3
484606.0,24.5,-2.357,,212.6
484596.00000000006,24.5,-2.329,,212.3
484586.0,24.5,-2.278,,212.2
484575.99999999994,24.5,-2.232,,211.7
484566.0,24.5,-2.183,,212.6
484556.0,24.5,-2.136,,212.2
484546.00000000006,24.5,-2.088,,212.6
484536.0,24.5,-2.043,,212.0
484525.99999999994,24.5,-1.995,,212.8
484516.0,24.5,-1.95,,213.0
484506.0,24.5,-1.904,,212.9
484496.00000000006,24.5,-1.859,,212.9
484486.0,24.5,-1.797,,212.4
484475.99999999994,24.6,-1.752,,213.3
484466.0,24.6,-1.708,,212.8
484456.0,24.6,-1.646,,213.5
484446.00000000006,24.6,-1.605,,213.1
484436.0,24.6,-1.542,,212.8
484425.99999999994,24.6,-1.501,,213.8
484416.0,24.6,-1.44,,213.8
484406.0,24.6,-1.38,,213.4
484396.00000000006,24.6,-1.319,,214.4
484386.0,24.6,-1.258,,213.9
484375.99999999994,24.6,-1.217,,215.0
484366.0,24.6,-1.156,,214.0
484356.0,24.6,-1.099,,214.3
484346.00000000006,24.6,-1.04,,214.6
484336.0,24.6,-0.961,,214.1
484325.99999999994,24.6,-0.899,,214.6
484316.0,24.6,-0.842,,214.9
484306.0,24.6,-0.784,,215.3
484296.00000000006,24.6,-0.705,,214.1
484286.0,24.6,-0.644,,213.9
484275.99999999994,24.6,-0.586,,215.5
484266.0,24.6,-0.508,,215.1
484256.0,24.6,-0.429,,215.7
484246.00000000006,24.6,-0.371,,216.1
484236.0,24.6,-0.29,,216.7
484225.99999999994,24.6,-0.214,,215.0
484216.0,24.6,-0.155,,214.7
484206.0,24.6,-0.078,,214.8
484196.00000000006,24.6,0.001,,214.6
484186.0,24.6,0.078,,214.5
484175.99999999994,24.6,0.155,,214.1
484166.0,24.6,0.231,,214.2
484156.0,24.6,0.308,,214.0
484146.00000000006,24.6,0.387,,214.4
484136.0,24.6,0.444,,214.0
484125.99999999994,24.6,0.518,,213.4
484116.0,24.6,0.592,,213.2
484106.0,24.6,0.647,,212.3
484096.00000000006,24.6,0.722,,213.0
484086.0,24.6,0.774,,213.1
484075.99999999994,24.6,0.847,,213.1
484066.0,24.6,0.898,,213.1
484056.0,24.6,0.971,,213.1
484046.00000000006,24.6,1.021,,213.4
484036.0,24.6,1.071,,213.6
484025.99999999994,24.6,1.138,,213.2
484016.0,24.6,1.187,,214.0
484006.0,24.6,1.235,,214.3
483996.00000000006,24.6,1.282,,214.4
483986.0,24.6,1.327,,214.3
483975.99999999994,24.6,1.371,,215.3
483966.0,24.6,1.414,,214.4
483956.0,24.6,1.458,,215.0
483946.00000000006,24.6,1.499,,214.9
483936.0,24.6,1.541,,215.1
483925.99999999994,24.6,1.563,,215.4
483916.0,24.6,1.601,,215.4
483906.0,24.6,1.637,,215.9
483896.00000000006,24.6,1.676,,215.7
483886.0,24.6,1.695,,215.4
483875.99999999994,24.6,1.733,,216.0
483866.0,24.6,1.752,,216.1
483856.0,24.6,1.79,,216.3
483846.00000000006,24.6,1.809,,216.5
483836.0,24.6,1.826,,215.8
483825.99999999994,24.6,1.867,,216.8
483816.0,24.6,1.882,,216.4
483806.0,24.5,1.903,,216.9
483796.00000000006,24.5,1.919,,217.3
483786.0,24.5,1.938,,217.3
483775.99999999994,24.5,1.952,,217.0
483766.0,24.5,1.992,,216.6
483756.0,24.5,1.993,,217.0
483746.00000000006,24.5,2.011,,216.9
483736.0,24.5,2.032,,217.1
483725.99999999994,24.5,2.054,,217.4
483716.0,24.5,2.076,,217.3
483706.0,24.5,2.097,,217.6
483696.00000000006,24.5,2.099,,218.0
483686.0,24.5,2.121,,217.9
483675.99999999994,24.5,2.143,,218.5
483666.0,24.5,2.146,,217.8
483656.0,24.5,2.167,,217.8
483646.00000000006,24.5,2.191,,217.6
483636.0,24.5,2.196,,217.8
483625.99999999994,24.5,2.22,,218.2
483616.0,24.5,2.242,,217.7
483606.0,24.4,2.244,,217.7
483596.00000000006,24.4,2.271,,218.0
483586.0,24.4,2.292,,217.7
483575.99999999994,24.4,2.298,,218.0
483566.0,24.4,2.323,,218.5
483556.0,24.4,2.346,,218.8
483546.00000000006,24.4,2.375,,218.0
483536.0,24.4,2.38,,218.3
483525.99999999994,24.4,2.408,,218.0
483516.0,24.4,2.436,,218.1
483506.0,24.4,2.465,,217.9
483496.00000000006,24.4,2.491,,218.7
483486.0,24.4,2.498,,218.6
483475.99999999994,24.4,2.529,,218.4
483466.0,24.4,2.56,,218.3
483456.0,24.4,2.593,,217.7
483446.00000000006,24.3,2.621,,217.5
483436.0,24.3,2.652,,218.1
483425.99999999994,24.3,2.674,,217.4
483416.0,24.3,2.697,,217.8
483406.0,24.3,2.718,,218.1
483396.00000000006,24.3,2.743,,217.8
483386.0,24.2,2.747,,218.2
483375.99999999994,24.2,2.775,,218.2
483366.0,24.2,2.806,,218.3
483356.0,24.2,2.837,,218.4
483346.00000000006,24.2,2.867,,217.5
483336.0,24.2,2.892,,218.1
483325.99999999994,24.2,2.92,,217.7
483316.0,24.1,2.948,,217.8
483306.0,24.1,2.995,,217.1
483296.00000000006,24.1,3.023,,217.3
483286.0,24.1,3.048,,217.3
483275.99999999994,24.1,3.07,,217.7
483266.0,24.0,3.097,,217.7
483256.0,24.0,3.124,,218.8
483246.00000000006,24.0,3.154,,218.9
483236.0,24.0,3.183,,218.2
483225.99999999994,24.0,3.215,,219.5
483216.0,24.0,3.243,,219.1
483206.0,23.9,3.292,,219.9
483196.00000000006,23.9,3.322,,220.0
483186.0,23.9,3.351,,220.4
483175.99999999994,23.9,3.383,,220.9
483166.0,23.9,3.414,,220.2
483156.0,23.8,3.448,,220.2
483146.00000000006,23.8,3.481,,220.9
483136.0,23.8,3.514,,220.9
483125.99999999994,23.8,3.547,,221.2
483116.0,23.8,3.575,,221.5
483106.0,23.8,3.606,,221.1
483096.00000000006,23.7,3.637,,220.6
483086.0,23.7,3.665,,220.7
483075.99999999994,23.7,3.693,,220.6
483066.0,23.7,3.719,,220.5
483056.0,23.6,3.729,,221.6
483046.00000000006,23.6,3.759,,221.6
483036.0,23.6,3.789,,220.9
483025.99999999994,23.6,3.799,,220.9
483016.0,23.5,3.827,,220.3
483006.0,23.5,3.857,,220.8
482996.00000000006,23.5,3.867,,220.8
482986.0,23.5,3.893,,220.0
482975.99999999994,23.4,3.899,,219.3
482966.0,23.4,3.907,,219.8
482956.0,23.4,3.932,,219.4
482946.00000000006,23.4,3.939,,219.6
482936.0,23.3,3.965,,218.6
482925.99999999994,23.3,3.972,,219.1
482916.0,23.3,3.978,,218.0
482906.0,23.3,3.984,,217.8
482896.00000000006,23.3,3.993,,217.7
482886.0,23.3,4.021,,217.2
482875.99999999994,23.2,4.029,,217.2
482866.0,23.2,4.037,,216.4
482856.0,23.2,4.046,,216.1
482846.00000000006,23.2,4.056,,216.2
482836.0,23.2,4.066,,215.9
482825.99999999994,23.2,4.076,,215.6
482816.0,23.2,4.087,,215.4
482806.0,23.2,4.078,,215.4
482796.00000000006,23.2,4.089,,215.3
482786.0,23.2,4.1,,214.9
482775.99999999994,23.2,4.11,,214.4
482766.0,23.2,4.119,,214.3
482756.0,23.2,4.111,,213.8
482746.00000000006,23.2,4.121,,213.3
482736.0,23.2,4.112,,212.7
482725.99999999994,23.1,4.124,,212.9
482716.0,23.1,4.136,,212.5
482706.0,23.1,4.129,,212.2
482696.00000000006,23.1,4.144,,211.7
482686.0,23.1,4.138,,211.6
482675.99999999994,23.1,4.133,,211.2
482666.0,23.1,4.147,,210.8
482656.0,23.1,4.141,,210.2
482646.00000000006,23.1,4.136,,209.3
