Years in the past from 1950,Ice Volume,Temperature Anomaly,CO2 for Ice,Temperature for Ice
277526.0,25.0,-2.168,,
277516.0,25.0,-2.18,,
277506.0,25.0,-2.21,,
277496.0,25.0,-2.221,,
277486.0,25.0,-2.232,,
277476.0,25.0,-2.258,,
277466.0,25.0,-2.266,,
277456.0,25.0,-2.274,,
277446.0,25.0,-2.282,,
277436.0,25.0,-2.289,,
277426.0,25.0,-2.296,,
277416.0,25.0,-2.303,,
277406.0,25.0,-2.29,,
277396.0,25.0,-2.277,,
277386.0,25.0,-2.264,,
277376.0,25.0,-2.252,,
277366.0,25.0,-2.238,,
277356.0,25.0,-2.226,,
277346.0,25.0,-2.191,,
277336.0,25.0,-2.158,,
277326.0,25.1,-2.146,,
277316.0,25.1,-2.092,,
277306.0,25.1,-2.059,,
277296.0,25.1,-2.024,,
277286.0,25.1,-1.969,,
277276.0,25.1,-1.915,,
277266.0,25.1,-1.858,,
277256.0,25.1,-1.805,,
277246.0,25.1,-1.749,,
277236.0,25.1,-1.674,,
277226.0,25.1,-1.6,,
277216.0,25.1,-1.524,,
277206.0,25.1,-1.446,,
277196.0,25.1,-1.369,,
277186.0,25.1,-1.274,,
277176.0,25.1,-1.197,,
277166.0,25.1,-1.101,,
277156.0,25.1,-1.026,,
277146.0,25.1,-0.954,,
277136.0,25.1,-0.86,,
277126.0,25.1,-0.788,,
277116.0,25.1,-0.715,,
277106.0,25.1,-0.626,,
277096.0,25.1,-0.555,,
277086.0,25.1,-0.487,,
277076.0,25.1,-0.419,,
277066.0,25.1,-0.352,,
277056.0,25.1,-0.286,,
277046.0,25.1,-0.222,,
277036.0,25.1,-0.161,,
277026.0,25.1,-0.101,,
277016.0,25.1,-0.045,,
277006.0,25.1,0.012,,
276996.0,25.1,0.068,,
276986.0,25.1,0.101,,
276976.0,25.1,0.15,,
276966.0,25.1,0.198,,
276956.0,25.1,0.222,,
276946.0,25.1,0.268,,
276936.0,25.1,0.311,,
276926.0,25.1,0.334,,
276916.0,25.1,0.355,,
276906.0,25.1,0.397,,
276896.0,25.1,0.398,,
276886.0,25.1,0.416,,
276876.0,25.1,0.436,,
276866.0,25.1,0.435,,
276856.0,25.1,0.434,,
276846.0,25.1,0.435,,
276836.0,25.1,0.431,,
276826.0,25.1,0.431,,
276816.0,25.1,0.408,,
276806.0,25.1,0.386,,
276796.0,25.1,0.367,,
276786.0,25.1,0.346,,
276776.0,25.1,0.323,,
276766.0,25.1,0.283,,
276756.0,25.1,0.24,,
276746.0,25.1,0.222,,
276736.0,25.1,0.159,,
276726.0,25.1,0.119,,
276716.0,25.1,0.079,,
276706.0,25.1,0.018,,
276696.0,25.1,-0.045,,
276686.0,25.1,-0.1,,
276676.0,25.1,-0.163,,
276666.0,25.1,-0.22,,
276656.0,25.1,-0.279,,
276646.0,25.1,-0.337,,
276636.0,25.1,-0.392,,
276626.0,25.1,-0.469,,
276616.0,25.1,-0.525,,
276606.0,25.1,-0.577,,
276596.0,25.1,-0.631,,
276586.0,25.1,-0.682,,
276576.0,25.1,-0.733,,
276566.0,25.1,-0.783,,
276556.0,25.1,-0.832,,
276546.0,25.1,-0.878,,
276536.0,25.1,-0.924,,
276526.0,25.1,-0.947,,
276516.0,25.1,-0.99,,
276506.0,25.1,-1.03,,
276496.0,25.1,-1.07,,
276486.0,25.1,-1.107,,
276476.0,25.1,-1.142,,
276466.0,25.1,-1.177,,
276456.0,25.1,-1.189,,
276446.0,25.1,-1.22,,
276436.0,25.1,-1.251,,
276426.0,25.1,-1.281,,
276416.0,25.1,-1.306,,
276406.0,25.1,-1.315,,
276396.0,25.1,-1.342,,
276386.0,25.1,-1.368,,
276376.0,25.1,-1.373,,
276366.0,25.1,-1.399,,
276356.0,25.1,-1.404,,
276346.0,25.1,-1.409,,
276336.0,25.1,-1.434,,
276326.0,25.1,-1.44,,
276316.0,25.1,-1.448,,
276306.0,25.1,-1.475,,
276296.0,25.1,-1.483,,
276286.0,25.1,-1.49,,
276276.0,25.1,-1.5,,
276266.0,25.1,-1.507,,
276256.0,25.1,-1.516,,
276246.0,25.1,-1.527,,
276236.0,25.1,-1.537,,
276226.0,25.1,-1.547,,
276216.0,25.1,-1.557,,
276206.0,25.1,-1.548,,
276196.0,25.1,-1.559,,
276186.0,25.1,-1.572,,
276176.0,25.1,-1.562,,
276166.0,25.1,-1.574,,
276156.0,25.1,-1.568,,
276146.0,25.1,-1.562,,
276136.0,25.1,-1.557,,
276126.0,25.1,-1.55,,
276116.0,25.1,-1.546,,
276106.0,25.1,-1.54,,
276096.0,25.1,-1.535,,
276086.0,25.1,-1.53,,
276076.0,25.1,-1.506,,
276066.0,25.1,-1.5,,
276056.0,25.1,-1.475,,
276046.0,25.1,-1.47,,
276036.0,25.1,-1.445,,
276026.0,25.1,-1.418,,
276016.0,25.1,-1.392,,
276006.0,25.1,-1.368,,
275996.0,25.1,-1.341,,
275986.0,25.1,-1.314,,
275976.0,25.1,-1.29,,
275966.0,25.1,-1.262,,
275956.0,25.1,-1.216,,
275946.0,25.1,-1.188,,
275936.0,25.1,-1.144,,
275926.0,25.1,-1.118,,
275916.0,25.1,-1.071,,
275906.0,25.1,-1.046,,
275896.0,25.1,-0.999,,
275886.0,25.1,-0.974,,
275876.0,25.1,-0.929,,
275866.0,25.1,-0.884,,
275856.0,25.1,-0.858,,
275846.0,25.1,-0.813,,
275836.0,25.1,-0.79,,
275826.0,25.1,-0.745,,
275816.0,25.1,-0.721,,
275806.0,25.1,-0.678,,
275796.0,25.1,-0.657,,
275786.0,25.1,-0.614,,
275776.0,25.1,-0.596,,
275766.0,25.1,-0.554,,
275756.0,25.1,-0.534,,
275746.0,25.1,-0.496,,
275736.0,25.1,-0.458,,
275726.0,25.1,-0.44,,
275716.0,25.1,-0.404,,
275706.0,25.1,-0.388,,
275696.0,25.1,-0.353,,
275686.0,25.1,-0.338,,
275676.0,25.1,-0.302,,
275666.0,25.1,-0.29,,
275656.0,25.1,-0.258,,
275646.0,25.1,-0.245,,
275636.0,25.1,-0.232,,
275626.0,25.1,-0.219,,
275616.0,25.1,-0.208,,
275606.0,25.1,-0.194,,
275596.0,25.1,-0.184,,
275586.0,25.1,-0.191,,
275576.0,25.1,-0.18,,
275566.0,25.1,-0.188,,
275556.0,25.1,-0.178,,
275546.0,25.1,-0.186,,
275536.0,25.1,-0.194,,
275526.0,25.1,-0.204,,
275516.0,25.1,-0.214,,
275506.0,25.1,-0.224,,
275496.0,25.1,-0.254,,
275486.0,25.1,-0.264,,
275476.0,25.1,-0.275,,
275466.0,25.1,-0.306,,
275456.0,25.1,-0.337,,
275446.0,25.1,-0.37,,
275436.0,25.1,-0.382,,
275426.0,25.1,-0.412,,
275416.0,25.1,-0.444,,
275406.0,25.1,-0.476,,
275396.0,25.1,-0.506,,
275386.0,25.1,-0.517,,
275376.0,25.1,-0.548,,
275366.0,25.2,-0.557,,
275356.0,25.2,-0.566,,
275346.0,25.2,-0.595,,
275336.0,25.2,-0.604,,
275326.0,25.2,-0.61,,
275316.0,25.2,-0.616,,
275306.0,25.1,-0.621,,
275296.0,25.1,-0.606,,
275286.0,25.1,-0.608,,
275276.0,25.1,-0.61,,
275266.0,25.1,-0.591,,
275256.0,25.1,-0.591,,
275246.0,25.1,-0.569,,
275236.0,25.1,-0.545,,
275226.0,25.1,-0.541,,
275216.0,25.1,-0.515,,
275206.0,25.1,-0.488,,
275196.0,25.1,-0.46,,
275186.0,25.1,-0.43,,
275176.0,25.1,-0.38,,
275166.0,25.1,-0.35,,
275156.0,25.1,-0.318,,
275146.0,25.1,-0.265,,
275136.0,25.1,-0.234,,
275126.0,25.1,-0.201,,
275116.0,25.1,-0.15,,
275106.0,25.1,-0.119,,
275096.0,25.1,-0.067,,
275086.0,25.1,-0.017,,
275076.0,25.1,0.011,,
275066.0,25.1,0.06,,
275056.0,25.1,0.109,,
275046.0,25.1,0.157,,
275036.0,25.1,0.203,,
275026.0,25.1,0.23,,
275016.0,25.1,0.275,,
275006.0,25.1,0.32,,
274996.0,25.1,0.363,,
274986.0,25.1,0.425,,
274976.0,25.1,0.466,,
274966.0,25.1,0.506,,
274956.0,25.1,0.544,,
274946.0,25.1,0.58,,
274936.0,25.1,0.635,,
274926.0,25.1,0.67,,
274916.0,25.1,0.701,,
274906.0,25.1,0.733,,
274896.0,25.1,0.764,,
274886.0,25.1,0.795,,
274876.0,25.1,0.821,,
274866.0,25.1,0.853,,
274856.0,25.1,0.86,,
274846.0,25.1,0.886,,
274836.0,25.1,0.892,,
274826.0,25.1,0.896,,
274816.0,25.1,0.904,,
274806.0,25.1,0.909,,
274796.0,25.1,0.911,,
274786.0,25.1,0.915,,
274776.0,25.1,0.917,,
274766.0,25.1,0.898,,
274756.0,25.1,0.902,,
274746.0,25.1,0.882,,
274736.0,25.1,0.864,,
274726.0,25.1,0.844,,
274716.0,25.1,0.823,,
274706.0,25.1,0.804,,
274696.0,25.1,0.783,,
274686.0,25.1,0.763,,
274676.0,25.1,0.72,,
274666.0,25.1,0.702,,
274656.0,25.1,0.681,,
274646.0,25.1,0.661,,
274636.0,25.1,0.641,,
274626.0,25.1,0.605,,
274616.0,25.1,0.608,,
274606.0,25.1,0.593,,
274596.0,25.1,0.576,,
274586.0,25.1,0.562,,
274576.0,25.1,0.55,,
274566.0,25.1,0.54,,
274556.0,25.1,0.548,,
274546.0,25.1,0.54,,
274536.0,25.1,0.552,,
274526.0,25.1,0.546,,
274516.0,25.1,0.561,,
274506.0,25.1,0.556,,
274496.0,25.1,0.573,,
274486.0,25.1,0.594,,
274476.0,25.1,0.612,,
274466.0,25.1,0.614,,
274456.0,25.1,0.638,,
274446.0,25.1,0.66,,
274436.0,25.1,0.686,,
274426.0,25.1,0.711,,
274416.0,25.1,0.738,,
274406.0,25.1,0.764,,
274396.0,25.1,0.771,,
274386.0,25.1,0.796,,
274376.0,25.1,0.825,,
274366.0,25.1,0.83,,
274356.0,25.1,0.857,,
274346.0,25.1,0.862,,
274336.0,25.1,0.869,,
274326.0,25.1,0.871,,
274316.0,25.1,0.896,,
274306.0,25.1,0.897,,
274296.0,25.1,0.898,,
274286.0,25.1,0.901,,
274276.0,25.1,0.9,,
274266.0,25.1,0.897,,
274256.0,25.1,0.877,,
274246.0,25.1,0.873,,
274236.0,25.1,0.868,,
274226.0,25.1,0.843,,
274216.0,25.1,0.836,,
274206.0,25.1,0.808,,
274196.0,25.1,0.798,,
274186.0,25.1,0.769,,
274176.0,25.1,0.758,,
274166.0,25.1,0.726,,
274156.0,25.1,0.715,,
274146.0,25.1,0.684,,
274136.0,25.1,0.652,,
274126.0,25.1,0.62,,
274116.0,25.1,0.611,,
274106.0,25.1,0.579,,
274096.0,25.1,0.549,,
274086.0,25.1,0.519,,
274076.0,25.1,0.489,,
274066.0,25.1,0.458,,
274056.0,25.1,0.43,,
274046.0,25.1,0.402,,
274036.0,25.1,0.374,,
274026.0,25.1,0.346,,
274016.0,25.1,0.321,,
274006.0,25.1,0.297,,
273996.0,25.1,0.252,,
273986.0,25.1,0.227,,
273976.0,25.1,0.206,,
273966.0,25.1,0.164,,
273956.0,25.1,0.142,,
273946.0,25.1,0.1,,
273936.0,25.1,0.08,,
273926.0,25.1,0.039,,
273916.0,25.1,0.02,,
273906.0,25.1,-0.019,,
273896.0,25.1,-0.058,,
273886.0,25.0,-0.096,,
273876.0,25.0,-0.115,,
273866.0,25.0,-0.154,,
273856.0,25.0,-0.191,,
273846.0,25.0,-0.21,,
273836.0,25.0,-0.247,,
273826.0,25.0,-0.285,,
273816.0,25.0,-0.321,,
273806.0,25.0,-0.36,,
273796.0,25.0,-0.376,,
273786.0,25.0,-0.413,,
273776.0,25.0,-0.451,,
273766.0,25.0,-0.489,,
273756.0,25.0,-0.524,,
273746.0,25.0,-0.542,,
273736.0,25.0,-0.58,,
273726.0,25.0,-0.615,,
273716.0,25.0,-0.653,,
273706.0,25.0,-0.689,,
273696.0,25.0,-0.725,,
273686.0,25.0,-0.763,,
273676.0,25.0,-0.779,,
273666.0,25.0,-0.813,,
273656.0,25.0,-0.871,,
273646.0,25.0,-0.905,,
273636.0,25.0,-0.943,,
273626.0,25.0,-0.998,,
273616.0,25.0,-1.053,,
273606.0,25.0,-1.088,,
273596.0,25.0,-1.145,,
273586.0,25.1,-1.2,,
273576.0,25.1,-1.276,,
273566.0,25.1,-1.332,,
273556.0,25.1,-1.409,,
273546.0,25.1,-1.466,,
273536.0,25.1,-1.543,,
273526.0,25.1,-1.621,,
273516.0,25.1,-1.7,,
273506.0,25.1,-1.797,,
273496.0,25.1,-1.876,,
273486.0,25.1,-1.977,,
273476.0,25.1,-2.056,,
273466.0,25.1,-2.157,,
273456.0,25.1,-2.258,,
273446.0,25.1,-2.359,,
273436.0,25.1,-2.46,,
273426.0,25.1,-2.582,,
273416.0,25.1,-2.683,,
273406.0,25.1,-2.785,,
273396.0,25.2,-2.889,,
273386.0,25.2,-3.011,,
273376.0,25.2,-3.111,,
273366.0,25.2,-3.21,,
273356.0,25.2,-3.309,,
273346.0,25.2,-3.405,,
273336.0,25.2,-3.484,,
273326.0,25.2,-3.579,,
273316.0,25.2,-3.674,,
273306.0,25.2,-3.767,,
273296.0,25.2,-3.837,,
273286.0,25.3,-3.925,,
273276.0,25.3,-3.993,,
273266.0,25.3,-4.083,,
273256.0,25.3,-4.148,,
273246.0,25.3,-4.233,,
273236.0,25.3,-4.297,,
273226.0,25.3,-4.358,,
273216.0,25.4,-4.438,,
273206.0,25.4,-4.494,,
273196.0,25.4,-4.551,,
273186.0,25.4,-4.605,,
273176.0,25.4,-4.655,,
273166.0,25.4,-4.709,,
273156.0,25.5,-4.756,,
273146.0,25.5,-4.807,,
273136.0,25.5,-4.855,,
273126.0,25.5,-4.905,,
273116.0,25.5,-4.954,,
273106.0,25.5,-5.004,,
273096.0,25.5,-5.075,,
273086.0,25.5,-5.126,,
273076.0,25.6,-5.177,,
273066.0,25.6,-5.229,,
273056.0,25.6,-5.282,,
273046.0,25.6,-5.359,,
273036.0,25.6,-5.413,,
273026.0,25.6,-5.47,,
273016.0,25.6,-5.524,,
273006.0,25.6,-5.602,,
272996.0,25.6,-5.66,,
272986.0,25.6,-5.715,,
272976.0,25.6,-5.791,,
272966.0,25.7,-5.851,,
272956.0,25.7,-5.912,,
272946.0,25.7,-5.992,,
272936.0,25.7,-6.057,,
272926.0,25.7,-6.14,,
272916.0,25.7,-6.206,,
272906.0,25.7,-6.274,,
272896.0,25.7,-6.361,,
272886.0,25.8,-6.425,,
272876.0,25.8,-6.488,,
272866.0,25.8,-6.553,,
272856.0,25.8,-6.622,,
272846.0,25.8,-6.7,,
272836.0,25.8,-6.762,,
272826.0,25.9,-6.831,,
272816.0,25.9,-6.891,,
272806.0,25.9,-6.955,,
272796.0,25.9,-7.019,,
272786.0,25.9,-7.084,,
272776.0,25.9,-7.149,,
272766.0,25.9,-7.207,,
272756.0,25.9,-7.274,,
272746.0,25.9,-7.332,,
272736.0,25.9,-7.393,,
272726.0,25.9,-7.451,,
272716.0,26.0,-7.514,,
272706.0,26.0,-7.553,,
272696.0,26.0,-7.614,,
272686.0,26.0,-7.67,,
272676.0,26.0,-7.727,,
272666.0,26.0,-7.787,,
272656.0,26.0,-7.82,,
272646.0,26.0,-7.878,,
272636.0,26.1,-7.933,,
272626.0,26.1,-7.988,,
272616.0,26.1,-8.02,,
272606.0,26.1,-8.074,,
272596.0,26.1,-8.13,,
272586.0,26.1,-8.169,,
272576.0,26.1,-8.22,,
272566.0,26.1,-8.257,,
272556.0,26.1,-8.307,,
272546.0,26.2,-8.346,,
272536.0,26.2,-8.403,,
272526.0,26.2,-8.438,,
272516.0,26.2,-8.493,,
272506.0,26.2,-8.527,,
272496.0,26.2,-8.559,,
272486.0,26.2,-8.614,,
272476.0,26.2,-8.652,,
272466.0,26.2,-8.682,,
272456.0,26.2,-8.735,,
272446.0,26.2,-8.772,,
272436.0,26.3,-8.804,,
272426.0,26.3,-8.843,,
272416.0,26.3,-8.894,,
272406.0,26.3,-8.929,,
272396.0,26.3,-8.966,,
272386.0,26.3,-8.998,,
272376.0,26.3,-9.034,,
272366.0,26.3,-9.07,,
272356.0,26.3,-9.106,,
272346.0,26.3,-9.14,,
272336.0,26.3,-9.172,,
272326.0,26.3,-9.208,,
272316.0,26.3,-9.239,,
272306.0,26.3,-9.273,,
272296.0,26.3,-9.3,,
272286.0,26.4,-9.336,,
272276.0,26.4,-9.367,,
272266.0,26.4,-9.4,,
272256.0,26.4,-9.435,,
272246.0,26.4,-9.462,,
272236.0,26.4,-9.493,,
272226.0,26.4,-9.504,,
272216.0,26.4,-9.53,,
272206.0,26.4,-9.541,,
272196.0,26.4,-9.55,,
272186.0,26.4,-9.556,,
272176.0,26.4,-9.533,,
272166.0,26.4,-9.536,,
272156.0,26.4,-9.536,,
272146.0,26.4,-9.514,,
272136.0,26.4,-9.499,,
272126.0,26.4,-9.494,,
272116.0,26.4,-9.474,,
272106.0,26.4,-9.453,,
272096.0,26.4,-9.428,,
272086.0,26.4,-9.403,,
272076.0,26.4,-9.382,,
272066.0,26.4,-9.355,,
272056.0,26.4,-9.333,,
272046.0,26.4,-9.287,,
272036.0,26.4,-9.267,,
272026.0,26.4,-9.226,,
272016.0,26.4,-9.203,,
272006.0,26.4,-9.161,,
271996.0,26.4,-9.121,,
271986.0,26.4,-9.08,,
271976.0,26.4,-9.041,,
271966.0,26.4,-9.005,,
271956.0,26.4,-8.972,,
271946.0,26.4,-8.937,,
271936.0,26.4,-8.887,,
271926.0,26.4,-8.854,,
271916.0,26.4,-8.829,,
271906.0,26.4,-8.781,,
271896.0,26.4,-8.759,,
271886.0,26.4,-8.735,,
271876.0,26.4,-8.714,,
271866.0,26.4,-8.693,,
271856.0,26.4,-8.653,,
271846.0,26.4,-8.634,,
271836.0,26.5,-8.623,,
271826.0,26.5,-8.605,,
271816.0,26.5,-8.591,,
271806.0,26.5,-8.58,,
271796.0,26.5,-8.571,,
271786.0,26.5,-8.555,,
271776.0,26.5,-8.552,,
271766.0,26.5,-8.562,,
271756.0,26.5,-8.557,,
271746.0,26.5,-8.556,,
271736.0,26.5,-8.553,,
271726.0,26.5,-8.55,,
271716.0,26.5,-8.571,,
271706.0,26.5,-8.571,,
271696.0,26.5,-8.572,,
271686.0,26.5,-8.592,,
271676.0,26.5,-8.593,,
271666.0,26.5,-8.593,,
271656.0,26.5,-8.594,,
271646.0,26.5,-8.594,,
271636.0,26.5,-8.598,,
271626.0,26.4,-8.597,,
271616.0,26.3,-8.6,,
271606.0,26.3,-8.605,,
271596.0,26.3,-8.585,,
271586.0,26.3,-8.585,,
271576.0,26.3,-8.565,,
271566.0,26.3,-8.563,,
271556.0,26.3,-8.544,,
271546.0,26.3,-8.523,,
271536.0,26.3,-8.5,,
271526.0,26.3,-8.476,,
271516.0,26.2,-8.456,,
271506.0,26.2,-8.432,,
271496.0,26.2,-8.405,,
271486.0,26.2,-8.358,,
271476.0,26.2,-8.332,,
271466.0,26.2,-8.287,,
271456.0,26.2,-8.259,,
271446.0,26.2,-8.209,,
271436.0,26.2,-8.164,,
271426.0,26.2,-8.112,,
271416.0,26.2,-8.066,,
271406.0,26.2,-8.018,,
271396.0,26.2,-7.967,,
271386.0,26.2,-7.92,,
271376.0,26.2,-7.872,,
271366.0,26.2,-7.805,,
271356.0,26.2,-7.757,,
271346.0,26.1,-7.69,,
271336.0,26.1,-7.626,,
271326.0,26.1,-7.56,,
271316.0,26.1,-7.496,,
271306.0,26.1,-7.433,,
271296.0,26.1,-7.371,,
271286.0,26.1,-7.306,,
271276.0,26.1,-7.247,,
271266.0,26.1,-7.168,,
271256.0,26.1,-7.107,,
271246.0,26.1,-7.032,,
271236.0,26.1,-6.955,,
271226.0,26.1,-6.877,,
271216.0,26.1,-6.802,,
271206.0,26.1,-6.728,,
271196.0,26.1,-6.657,,
271186.0,26.1,-6.584,,
271176.0,26.1,-6.493,,
271166.0,26.1,-6.426,,
271156.0,26.1,-6.354,,
271146.0,26.1,-6.288,,
271136.0,26.1,-6.243,,
271126.0,26.2,-6.176,,
271116.0,26.2,-6.126,,
271106.0,26.2,-6.064,,
271096.0,26.2,-6.02,,
271086.0,26.2,-5.977,,
271076.0,26.2,-5.931,,
271066.0,26.2,-5.893,,
271056.0,26.2,-5.853,,
271046.0,26.2,-5.841,,
271036.0,26.2,-5.807,,
271026.0,26.3,-5.797,,
271016.0,26.4,-5.791,,
271006.0,26.4,-5.787,,
270996.0,26.4,-5.788,,
270986.0,26.4,-5.793,,
270976.0,26.4,-5.816,,
270966.0,26.4,-5.818,,
270956.0,26.5,-5.841,,
270946.0,26.5,-5.865,,
270936.0,26.5,-5.893,,
270926.0,26.5,-5.914,,
270916.0,26.6,-5.935,,
270906.0,26.6,-5.955,,
270896.0,26.6,-5.976,,
270886.0,26.6,-5.999,,
270876.0,26.6,-6.042,,
270866.0,26.6,-6.063,,
270856.0,26.6,-6.101,,
270846.0,26.6,-6.121,,
270836.0,26.6,-6.152,,
270826.0,26.7,-6.188,,
270816.0,26.7,-6.222,,
270806.0,26.7,-6.237,,
270796.0,26.7,-6.268,,
270786.0,26.7,-6.301,,
270776.0,26.7,-6.34,,
270766.0,26.7,-6.386,,
270756.0,26.7,-6.415,,
270746.0,26.7,-6.438,,
270736.0,26.7,-6.461,,
270726.0,26.7,-6.5,,
270716.0,26.7,-6.517,,
270706.0,26.7,-6.554,,
270696.0,26.7,-6.591,,
270686.0,26.7,-6.609,,
270676.0,26.7,-6.642,,
270666.0,26.7,-6.656,,
270656.0,26.8,-6.67,,
270646.0,26.8,-6.68,,
270636.0,26.8,-6.669,,
270626.0,26.8,-6.661,,
270616.0,26.8,-6.649,,
270606.0,26.8,-6.618,,
270596.0,26.8,-6.607,,
270586.0,26.8,-6.575,,
270576.0,26.8,-6.523,,
270566.0,26.8,-6.469,,
270556.0,26.8,-6.413,,
270546.0,26.8,-6.353,,
270536.0,26.8,-6.297,,
270526.0,26.8,-6.22,,
270516.0,26.8,-6.137,,
270506.0,26.8,-6.036,,
270496.0,26.8,-5.956,,
270486.0,26.8,-5.852,,
270476.0,26.8,-5.727,,
270466.0,26.8,-5.621,,
270456.0,26.8,-5.498,,
270446.0,26.8,-5.373,,
270436.0,26.8,-5.226,,
270426.0,26.8,-5.102,,
270416.0,26.8,-4.979,,
270406.0,26.8,-4.836,,
270396.0,26.8,-4.714,,
270386.0,26.8,-4.602,,
270376.0,26.8,-4.492,,
270366.0,26.8,-4.387,,
270356.0,26.8,-4.287,,
270346.0,26.8,-4.22,,
270336.0,26.8,-4.147,,
270326.0,26.8,-4.077,,
270316.0,26.8,-4.04,,
270306.0,26.7,-3.984,,
270296.0,26.7,-3.967,,
270286.0,26.7,-3.969,,
270276.0,26.7,-3.985,,
270266.0,26.7,-3.979,,
270256.0,26.7,-4.011,,
270246.0,26.7,-4.068,,
270236.0,26.7,-4.109,,
270226.0,26.7,-4.18,,
270216.0,26.7,-4.217,,
270206.0,26.7,-4.252,,
270196.0,26.8,-4.303,,
270186.0,26.8,-4.331,,
270176.0,26.8,-4.379,,
270166.0,26.8,-4.401,,
270156.0,26.8,-4.441,,
270146.0,26.8,-4.479,,
270136.0,26.8,-4.515,,
270126.0,26.8,-4.576,,
270116.0,26.8,-4.619,,
270106.0,26.8,-4.648,,
270096.0,26.8,-4.674,,
270086.0,26.8,-4.699,,
270076.0,26.8,-4.735,,
270066.0,26.8,-4.742,,
270056.0,26.7,-4.768,,
270046.0,26.7,-4.808,,
270036.0,26.7,-4.821,,
270026.0,26.7,-4.847,,
270016.0,26.7,-4.846,,
270006.0,26.7,-4.856,,
269996.0,26.7,-4.882,,
269986.0,26.7,-4.884,,
269976.0,26.7,-4.905,,
269966.0,26.7,-4.924,,
269956.0,26.7,-4.94,,
269946.0,26.7,-4.959,,
269936.0,26.7,-4.99,,
269926.0,26.7,-5.006,,
269916.0,26.7,-5.04,,
269906.0,26.7,-5.075,,
269896.0,26.7,-5.091,,
269886.0,26.7,-5.128,,
269876.0,26.7,-5.142,,
269866.0,26.7,-5.177,,
269856.0,26.7,-5.19,,
269846.0,26.7,-5.207,,
269836.0,26.7,-5.22,,
269826.0,26.7,-5.255,,
269816.0,26.7,-5.27,,
269806.0,26.7,-5.291,,
269796.0,26.7,-5.288,,
269786.0,26.7,-5.305,,
269776.0,26.7,-5.322,,
269766.0,26.7,-5.335,,
269756.0,26.7,-5.334,,
269746.0,26.7,-5.35,,
269736.0,26.7,-5.345,,
269726.0,26.7,-5.364,,
269716.0,26.7,-5.359,,
269706.0,26.7,-5.349,,
269696.0,26.7,-5.339,,
269686.0,26.7,-5.326,,
269676.0,26.7,-5.315,,
269666.0,26.7,-5.3,,
269656.0,26.7,-5.287,,
269646.0,26.7,-5.269,,
269636.0,26.7,-5.249,,
269626.0,26.7,-5.23,,
269616.0,26.7,-5.188,,
269606.0,26.7,-5.17,,
269596.0,26.7,-5.146,,
269586.0,26.7,-5.104,,
269576.0,26.7,-5.076,,
269566.0,26.7,-5.053,,
269556.0,26.7,-5.01,,
269546.0,26.7,-4.984,,
269536.0,26.7,-4.939,,
269526.0,26.7,-4.919,,
269516.0,26.7,-4.876,,
269506.0,26.7,-4.831,,
269496.0,26.7,-4.813,,
269486.0,26.6,-4.771,,
269476.0,26.6,-4.734,,
269466.0,26.6,-4.718,,
269456.0,26.6,-4.684,,
269446.0,26.6,-4.647,,
269436.0,26.6,-4.612,,
269426.0,26.6,-4.597,,
269416.0,26.6,-4.565,,
269406.0,26.6,-4.534,,
269396.0,26.6,-4.525,,
269386.0,26.6,-4.495,,
269376.0,26.6,-4.487,,
269366.0,26.6,-4.46,,
269356.0,26.6,-4.451,,
269346.0,26.6,-4.425,,
269336.0,26.6,-4.42,,
269326.0,26.6,-4.397,,
269316.0,26.6,-4.394,,
269306.0,26.6,-4.37,,
269296.0,26.6,-4.369,,
269286.0,26.6,-4.369,,
269276.0,26.6,-4.366,,
269266.0,26.6,-4.347,,
269256.0,26.6,-4.348,,
269246.0,26.6,-4.346,,
269236.0,26.6,-4.348,,
269226.0,26.7,-4.35,,
269216.0,26.7,-4.351,,
269206.0,26.7,-4.352,,
269196.0,26.7,-4.354,,
269186.0,26.7,-4.354,,
269176.0,26.7,-4.355,,
269166.0,26.7,-4.355,,
269156.0,26.7,-4.377,,
269146.0,26.7,-4.38,,
269136.0,26.7,-4.399,,
269126.0,26.7,-4.42,,
269116.0,26.7,-4.441,,
269106.0,26.7,-4.462,,
269096.0,26.7,-4.503,,
269086.0,26.7,-4.54,,
269076.0,26.7,-4.563,,
269066.0,26.7,-4.6,,
269056.0,26.7,-4.657,,
269046.0,26.7,-4.699,,
269036.0,26.7,-4.762,,
269026.0,26.7,-4.8,,
269016.0,26.7,-4.861,,
269006.0,26.7,-4.921,,
268996.0,26.7,-4.981,,
268986.0,26.7,-5.06,,
268976.0,26.7,-5.121,,
268966.0,26.7,-5.205,,
268956.0,26.7,-5.285,,
268946.0,26.7,-5.365,,
268936.0,26.7,-5.447,,
268926.0,26.7,-5.55,,
268916.0,26.7,-5.63,,
268906.0,26.7,-5.709,,
268896.0,26.7,-5.79,,
268886.0,26.7,-5.85,,
268876.0,26.7,-5.928,,
268866.0,26.7,-6.009,,
268856.0,26.8,-6.063,,
268846.0,26.8,-6.113,,
268836.0,26.8,-6.188,,
268826.0,26.8,-6.242,,
268816.0,26.8,-6.294,,
268806.0,26.8,-6.323,,
268796.0,26.8,-6.373,,
268786.0,26.8,-6.42,,
268776.0,26.8,-6.448,,
268766.0,26.8,-6.49,,
268756.0,26.8,-6.514,,
268746.0,26.8,-6.535,,
268736.0,26.8,-6.553,,
268726.0,26.8,-6.569,,
