age_calkaBP,AnIS-ID,tempanomNH,Transformed Year
-5300.0,-1829.4,2.537,529936.0
-5299.9,-1830.7,2.507,529926.0
-5299.8,-1832.5,2.478,529916.0
-5299.7,-1839.7,2.45,529906.0
-5299.6,-1832.7,2.442,529896.0
-5299.5,-1837.6,2.415,529886.0
-5299.4,-1849.6,2.387,529876.0
-5299.3,-1830.1,2.378,529866.0
-5299.2,-1807.2,2.35,529856.0
-5299.1,-1799.0,2.324,529846.0
-5299.0,-1805.9,2.318,529836.0
-5298.9,-1814.5,2.29,529826.0
-5298.8,-1807.5,2.281,529816.0
-5298.7,-1808.2,2.254,529806.0
-5298.6,-1820.0,2.245,529796.0
-5298.5,-1827.4,2.216,529786.0
-5298.4,-1840.4,2.206,529776.0
-5298.3,-1854.3,2.176,529766.0
-5298.2,-1859.4,2.165,529756.0
-5298.1,-1866.0,2.155,529746.0
-5298.0,-1871.0,2.124,529736.0
-5297.9,-1873.7,2.111,529726.0
-5297.8,-1870.9,2.099,529716.0
-5297.7,-1868.4,2.068,529706.0
-5297.6,-1868.9,2.057,529696.0
-5297.5,-1861.8,2.045,529686.0
-5297.4,-1858.9,2.034,529676.0
-5297.3,-1862.2,2.023,529666.0
-5297.2,-1872.5,2.012,529656.0
-5297.1,-1872.7,1.999,529646.0
-5297.0,-1878.1,1.988,529636.0
-5296.9,-1884.0,1.975,529626.0
-5296.8,-1884.4,1.962,529616.0
-5296.7,-1882.5,1.949,529606.0
-5296.6,-1884.8,1.936,529596.0
-5296.5,-1883.7,1.923,529586.0
-5296.4,-1889.8,1.931,529576.0
-5296.3,-1886.6,1.918,529566.0
-5296.2,-1881.7,1.905,529556.0
-5296.1,-1892.6,1.913,529546.0
-5296.0,-1900.1,1.9,529536.0
-5295.9,-1898.5,1.907,529526.0
-5295.8,-1901.0,1.894,529516.0
-5295.7,-1902.9,1.901,529506.0
-5295.6,-1893.8,1.889,529496.0
-5295.5,-1893.2,1.897,529486.0
-5295.4,-1898.3,1.905,529476.0
-5295.3,-1895.5,1.913,529466.0
-5295.2,-1899.2,1.901,529456.0
-5295.1,-1901.8,1.908,529446.0
-5295.0,-1911.6,1.916,529436.0
-5294.9,-1894.3,1.923,529426.0
-5294.8,-1895.2,1.931,529416.0
-5294.7,-1893.4,1.939,529406.0
-5294.6,-1897.3,1.948,529396.0
-5294.5,-1899.3,1.957,529386.0
-5294.4,-1901.2,1.966,529376.0
-5294.3,-1902.5,1.974,529366.0
-5294.2,-1906.3,2.001,529356.0
-5294.1,-1909.9,2.009,529346.0
-5294.0,-1916.3,2.017,529336.0
-5293.9,-1918.8,2.044,529326.0
-5293.8,-1925.4,2.051,529316.0
-5293.7,-1919.4,2.058,529306.0
-5293.6,-1933.7,2.084,529296.0
-5293.5,-1927.6,2.09,529286.0
-5293.4,-1920.4,2.116,529276.0
-5293.3,-1921.5,2.142,529266.0
-5293.2,-1925.2,2.147,529256.0
-5293.1,-1926.5,2.173,529246.0
-5293.0,-1929.4,2.198,529236.0
-5292.9,-1930.7,2.203,529226.0
-5292.8,-1933.1,2.228,529216.0
-5292.7,-1945.3,2.252,529206.0
-5292.6,-1937.1,2.276,529196.0
-5292.5,-1938.7,2.299,529186.0
-5292.4,-1938.8,2.322,529176.0
-5292.3,-1938.7,2.346,529166.0
-5292.2,-1940.1,2.369,529156.0
-5292.1,-1957.2,2.392,529146.0
-5292.0,-1939.5,2.414,529136.0
-5291.9,-1939.1,2.456,529126.0
-5291.8,-1936.5,2.478,529116.0
-5291.7,-1936.7,2.5,529106.0
-5291.6,-1937.2,2.522,529096.0
-5291.5,-1959.6,2.563,529086.0
-5291.4,-1949.6,2.585,529076.0
-5291.3,-1949.3,2.606,529066.0
-5291.2,-1944.9,2.626,529056.0
-5291.1,-1943.3,2.667,529046.0
-5291.0,-1941.9,2.688,529036.0
-5290.9,-1925.4,2.729,529026.0
-5290.8,-1936.8,2.75,529016.0
-5290.7,-1938.5,2.79,529006.0
-5290.6,-1941.5,2.811,528996.0
-5290.5,-1944.6,2.851,528986.0
-5290.4,-1951.1,2.871,528976.0
-5290.3,-1916.5,2.91,528966.0
-5290.2,-1925.4,2.95,528956.0
-5290.1,-1936.0,2.97,528946.0
-5290.0,-1939.4,3.009,528936.0
-5289.9,-1927.4,3.049,528926.0
-5289.8,-1940.8,3.068,528916.0
-5289.7,-1917.6,3.106,528906.0
-5289.6,-1907.5,3.145,528896.0
-5289.5,-1906.9,3.184,528886.0
-5289.4,-1911.6,3.222,528876.0
-5289.3,-1914.4,3.241,528866.0
-5289.2,-1907.1,3.279,528856.0
-5289.1,-1923.5,3.318,528846.0
-5289.0,-1914.1,3.356,528836.0
-5288.9,-1892.5,3.394,528826.0
-5288.8,-1910.6,3.432,528816.0
-5288.7,-1894.6,3.471,528806.0
-5288.6,-1914.1,3.509,528796.0
-5288.5,-1907.5,3.567,528786.0
-5288.4,-1907.8,3.605,528776.0
-5288.3,-1905.4,3.644,528766.0
-5288.2,-1900.7,3.681,528756.0
-5288.1,-1879.1,3.719,528746.0
-5288.0,-1872.5,3.756,528736.0
-5287.9,-1893.2,3.814,528726.0
-5287.8,-1871.4,3.852,528716.0
-5287.7,-1873.9,3.89,528706.0
-5287.6,-1876.5,3.948,528696.0
-5287.5,-1905.4,3.985,528686.0
-5287.4,-1903.9,4.023,528676.0
-5287.3,-1876.4,4.079,528666.0
-5287.2,-1870.5,4.118,528656.0
-5287.1,-1871.8,4.156,528646.0
-5287.0,-1869.9,4.193,528636.0
-5286.9,-1905.4,4.23,528626.0
-5286.8,-1911.9,4.247,528616.0
-5286.7,-1898.4,4.282,528606.0
-5286.6,-1881.0,4.316,528596.0
-5286.5,-1913.2,4.331,528586.0
-5286.4,-1870.2,4.365,528576.0
-5286.3,-1909.3,4.38,528566.0
-5286.2,-1874.1,4.413,528556.0
-5286.1,-1889.2,4.426,528546.0
-5286.0,-1904.1,4.438,528536.0
-5285.9,-1870.6,4.451,528526.0
-5285.8,-1866.2,4.462,528516.0
-5285.7,-1911.5,4.472,528506.0
-5285.6,-1897.1,4.479,528496.0
-5285.5,-1881.1,4.486,528486.0
-5285.4,-1878.6,4.475,528476.0
-5285.3,-1882.6,4.483,528466.0
-5285.2,-1875.4,4.47,528456.0
-5285.1,-1901.5,4.476,528446.0
-5285.0,-1931.4,4.463,528436.0
-5284.9,-1898.1,4.448,528426.0
-5284.8,-1885.2,4.453,528416.0
-5284.7,-1880.5,4.44,528406.0
-5284.6,-1878.8,4.426,528396.0
-5284.5,-1874.2,4.412,528386.0
-5284.4,-1871.8,4.399,528376.0
-5284.3,-1874.0,4.366,528366.0
-5284.2,-1872.8,4.354,528356.0
-5284.1,-1869.9,4.341,528346.0
-5284.0,-1873.5,4.309,528336.0
-5283.9,-1872.2,4.298,528326.0
-5283.8,-1873.9,4.267,528316.0
-5283.7,-1872.0,4.236,528306.0
-5283.6,-1875.3,4.205,528296.0
-5283.5,-1879.4,4.175,528286.0
-5283.4,-1881.1,4.145,528276.0
-5283.3,-1880.5,4.116,528266.0
-5283.2,-1883.1,4.087,528256.0
-5283.1,-1877.6,4.06,528246.0
-5283.0,-1876.1,4.033,528236.0
-5282.9,-1866.1,3.986,528226.0
-5282.8,-1865.5,3.96,528216.0
-5282.7,-1864.9,3.914,528206.0
-5282.6,-1866.3,3.888,528196.0
-5282.5,-1864.1,3.843,528186.0
-5282.4,-1866.0,3.798,528176.0
-5282.3,-1869.8,3.773,528166.0
-5282.2,-1867.5,3.73,528156.0
-5282.1,-1857.4,3.686,528146.0
-5282.0,-1851.4,3.663,528136.0
-5281.9,-1855.4,3.62,528126.0
-5281.8,-1857.8,3.577,528116.0
-5281.7,-1862.9,3.555,528106.0
-5281.6,-1864.2,3.514,528096.0
-5281.5,-1865.5,3.493,528086.0
-5281.4,-1862.8,3.473,528076.0
-5281.3,-1865.3,3.434,528066.0
-5281.2,-1867.5,3.414,528056.0
-5281.1,-1866.5,3.395,528046.0
-5281.0,-1867.3,3.357,528036.0
-5280.9,-1871.7,3.339,528026.0
-5280.8,-1834.2,3.322,528016.0
-5280.7,-1819.8,3.307,528006.0
-5280.6,-1848.3,3.292,527996.0
-5280.5,-1873.5,3.258,527986.0
-5280.4,-1859.9,3.244,527976.0
-5280.3,-1863.3,3.231,527966.0
-5280.2,-1866.5,3.217,527956.0
-5280.1,-1870.7,3.204,527946.0
-5280.0,-1871.1,3.193,527936.0
-5279.9,-1872.2,3.201,527926.0
-5279.8,-1879.5,3.189,527916.0
-5279.7,-1878.7,3.179,527906.0
-5279.6,-1881.2,3.167,527896.0
-5279.5,-1880.0,3.157,527886.0
-5279.4,-1871.1,3.166,527876.0
-5279.3,-1872.6,3.155,527866.0
-5279.2,-1866.2,3.144,527856.0
-5279.1,-1870.2,3.153,527846.0
-5279.0,-1870.8,3.142,527836.0
-5278.9,-1874.0,3.151,527826.0
-5278.8,-1877.3,3.14,527816.0
-5278.7,-1879.2,3.147,527806.0
-5278.6,-1881.4,3.135,527796.0
-5278.5,-1881.1,3.141,527786.0
-5278.4,-1878.9,3.149,527776.0
-5278.3,-1880.0,3.136,527766.0
-5278.2,-1880.7,3.143,527756.0
-5278.1,-1880.9,3.149,527746.0
-5278.0,-1880.9,3.156,527736.0
-5277.9,-1882.5,3.141,527726.0
-5277.8,-1882.9,3.146,527716.0
-5277.7,-1883.0,3.15,527706.0
-5277.6,-1883.0,3.154,527696.0
-5277.5,-1882.8,3.159,527686.0
-5277.4,-1882.8,3.162,527676.0
-5277.3,-1883.1,3.165,527666.0
-5277.2,-1885.0,3.168,527656.0
-5277.1,-1883.8,3.171,527646.0
-5277.0,-1882.0,3.193,527636.0
-5276.9,-1882.2,3.195,527626.0
-5276.8,-1881.5,3.197,527616.0
-5276.7,-1881.1,3.2,527606.0
-5276.6,-1879.9,3.222,527596.0
-5276.5,-1879.0,3.224,527586.0
-5276.4,-1878.8,3.225,527576.0
-5276.3,-1879.1,3.247,527566.0
-5276.2,-1881.2,3.249,527556.0
-5276.1,-1880.3,3.27,527546.0
-5276.0,-1879.7,3.271,527536.0
-5275.9,-1883.4,3.292,527526.0
-5275.8,-1882.9,3.294,527516.0
-5275.7,-1881.9,3.316,527506.0
-5275.6,-1880.2,3.338,527496.0
-5275.5,-1879.7,3.339,527486.0
-5275.4,-1881.1,3.361,527476.0
-5275.3,-1879.4,3.382,527466.0
-5275.2,-1877.9,3.404,527456.0
-5275.1,-1883.4,3.426,527446.0
-5275.0,-1882.9,3.428,527436.0
-5274.9,-1882.5,3.449,527426.0
-5274.8,-1882.2,3.47,527416.0
-5274.7,-1881.8,3.492,527406.0
-5274.6,-1887.9,3.513,527396.0
-5274.5,-1885.7,3.534,527386.0
-5274.4,-1883.2,3.576,527376.0
-5274.3,-1883.3,3.597,527366.0
-5274.2,-1887.2,3.619,527356.0
-5274.1,-1895.1,3.64,527346.0
-5274.0,-1893.0,3.661,527336.0
-5273.9,-1886.4,3.702,527326.0
-5273.8,-1887.7,3.723,527316.0
-5273.7,-1889.4,3.745,527306.0
-5273.6,-1887.9,3.786,527296.0
-5273.5,-1890.1,3.807,527286.0
-5273.4,-1887.0,3.828,527276.0
-5273.3,-1892.8,3.869,527266.0
-5273.2,-1893.6,3.889,527256.0
-5273.1,-1897.5,3.929,527246.0
-5273.0,-1899.4,3.97,527236.0
-5272.9,-1895.6,3.99,527226.0
-5272.8,-1899.5,4.031,527216.0
-5272.7,-1896.5,4.071,527206.0
-5272.6,-1894.4,4.092,527196.0
-5272.5,-1891.1,4.132,527186.0
-5272.4,-1894.5,4.172,527176.0
-5272.3,-1882.1,4.191,527166.0
-5272.2,-1883.4,4.23,527156.0
-5272.1,-1932.9,4.25,527146.0
-5272.0,-1944.8,4.268,527136.0
-5271.9,-1896.5,4.305,527126.0
-5271.8,-1894.5,4.322,527116.0
-5271.7,-1889.4,4.338,527106.0
-5271.6,-1895.5,4.335,527096.0
-5271.5,-1886.8,4.351,527086.0
-5271.4,-1887.6,4.367,527076.0
-5271.3,-1886.9,4.363,527066.0
-5271.2,-1961.1,4.378,527056.0
-5271.1,-1893.3,4.373,527046.0
-5271.0,-1892.3,4.367,527036.0
-5270.9,-1897.4,4.359,527026.0
-5270.8,-1874.4,4.352,527016.0
-5270.7,-1888.3,4.343,527006.0
-5270.6,-1876.6,4.333,526996.0
-5270.5,-1922.1,4.324,526986.0
-5270.4,-1874.0,4.293,526976.0
-5270.3,-1883.8,4.281,526966.0
-5270.2,-1902.7,4.25,526956.0
-5270.1,-1873.9,4.217,526946.0
-5270.0,-1904.5,4.204,526936.0
-5269.9,-1882.1,4.171,526926.0
-5269.8,-1877.2,4.138,526916.0
-5269.7,-1880.8,4.084,526906.0
-5269.6,-1890.2,4.051,526896.0
-5269.5,-1884.2,4.018,526886.0
-5269.4,-1868.4,3.965,526876.0
-5269.3,-1868.0,3.933,526866.0
-5269.2,-1873.8,3.881,526856.0
-5269.1,-1865.8,3.828,526846.0
-5269.0,-1863.9,3.776,526836.0
-5268.9,-1865.5,3.725,526826.0
-5268.8,-1868.6,3.675,526816.0
-5268.7,-1869.7,3.625,526806.0
-5268.6,-1873.1,3.576,526796.0
-5268.5,-1873.9,3.506,526786.0
-5268.4,-1860.1,3.457,526776.0
-5268.3,-1877.6,3.389,526766.0
-5268.2,-1824.5,3.321,526756.0
-5268.1,-1863.0,3.254,526746.0
-5268.0,-1878.3,3.188,526736.0
-5267.9,-1878.8,3.122,526726.0
-5267.8,-1878.3,3.056,526716.0
-5267.7,-1873.9,2.991,526706.0
-5267.6,-1877.9,2.907,526696.0
-5267.5,-1883.8,2.844,526686.0
-5267.4,-1887.4,2.762,526676.0
-5267.3,-1894.3,2.7,526666.0
-5267.2,-1887.7,2.639,526656.0
-5267.1,-1887.5,2.558,526646.0
-5267.0,-1892.7,2.498,526636.0
-5266.9,-1910.2,2.44,526626.0
-5266.8,-1908.0,2.361,526616.0
-5266.7,-1921.4,2.304,526606.0
-5266.6,-1927.8,2.245,526596.0
-5266.5,-1930.2,2.187,526586.0
-5266.4,-1914.2,2.13,526576.0
-5266.3,-1927.4,2.074,526566.0
-5266.2,-1930.5,2.039,526556.0
-5266.1,-1925.3,1.985,526546.0
-5266.0,-1928.9,1.931,526536.0
-5265.9,-1938.0,1.879,526526.0
-5265.8,-1938.7,1.847,526516.0
-5265.7,-1943.3,1.796,526506.0
-5265.6,-1944.6,1.765,526496.0
-5265.5,-1946.4,1.718,526486.0
-5265.4,-1926.6,1.689,526476.0
-5265.3,-1932.4,1.663,526466.0
-5265.2,-1936.1,1.618,526456.0
-5265.1,-1937.5,1.593,526446.0
-5265.0,-1940.4,1.568,526436.0
-5264.9,-1934.7,1.544,526426.0
-5264.8,-1938.1,1.521,526416.0
-5264.7,-1939.3,1.499,526406.0
-5264.6,-1941.6,1.478,526396.0
-5264.5,-1952.6,1.456,526386.0
-5264.4,-1957.2,1.454,526376.0
-5264.3,-1955.0,1.431,526366.0
-5264.2,-1967.3,1.409,526356.0
-5264.1,-1961.0,1.404,526346.0
-5264.0,-1963.4,1.38,526336.0
-5263.9,-1956.6,1.375,526326.0
-5263.8,-1956.3,1.352,526316.0
-5263.7,-1959.3,1.347,526306.0
-5263.6,-1972.0,1.322,526296.0
-5263.5,-1962.8,1.315,526286.0
-5263.4,-1964.7,1.309,526276.0
-5263.3,-1965.3,1.301,526266.0
-5263.2,-1968.3,1.293,526256.0
-5263.1,-1968.2,1.286,526246.0
-5263.0,-1968.6,1.277,526236.0
-5262.9,-1971.6,1.268,526226.0
-5262.8,-1972.3,1.258,526216.0
-5262.7,-1973.5,1.247,526206.0
-5262.6,-1980.2,1.256,526196.0
-5262.5,-1980.6,1.245,526186.0
-5262.4,-1989.0,1.233,526176.0
-5262.3,-1974.3,1.239,526166.0
-5262.2,-1966.3,1.227,526156.0
-5262.1,-1969.9,1.213,526146.0
-5262.0,-1975.9,1.219,526136.0
-5261.9,-1972.1,1.205,526126.0
-5261.8,-1982.0,1.19,526116.0
-5261.7,-1971.7,1.175,526106.0
-5261.6,-1973.2,1.18,526096.0
-5261.5,-1977.9,1.164,526086.0
-5261.4,-1987.4,1.149,526076.0
-5261.3,-2003.0,1.133,526066.0
-5261.2,-2006.8,1.116,526056.0
-5261.1,-1994.3,1.119,526046.0
-5261.0,-1990.3,1.102,526036.0
-5260.9,-1993.2,1.085,526026.0
-5260.8,-1996.1,1.067,526016.0
-5260.7,-1995.0,1.049,526006.0
-5260.6,-1997.9,1.031,525996.0
-5260.5,-1998.2,1.011,525986.0
-5260.4,-1997.7,0.992,525976.0
-5260.3,-1993.5,0.972,525966.0
-5260.2,-1999.5,0.952,525956.0
-5260.1,-1997.5,0.931,525946.0
-5260.0,-1994.8,0.911,525936.0
-5259.9,-1973.0,0.889,525926.0
-5259.8,-1980.6,0.85,525916.0
-5259.7,-1979.5,0.83,525906.0
-5259.6,-1973.5,0.81,525896.0
-5259.5,-1981.4,0.79,525886.0
-5259.4,-1986.4,0.77,525876.0
-5259.3,-1988.0,0.73,525866.0
-5259.2,-1999.6,0.71,525856.0
-5259.1,-1993.3,0.69,525846.0
-5259.0,-1999.1,0.67,525836.0
-5258.9,-2001.1,0.63,525826.0
-5258.8,-1988.0,0.609,525816.0
-5258.7,-1984.7,0.59,525806.0
-5258.6,-1992.1,0.551,525796.0
-5258.5,-2008.1,0.532,525786.0
-5258.4,-2011.4,0.513,525776.0
-5258.3,-2010.2,0.474,525766.0
-5258.2,-1972.6,0.456,525756.0
-5258.1,-1980.8,0.418,525746.0
-5258.0,-1960.8,0.401,525736.0
-5257.9,-1970.3,0.364,525726.0
-5257.8,-1979.9,0.348,525716.0
-5257.7,-1988.7,0.313,525706.0
-5257.6,-2002.3,0.297,525696.0
-5257.5,-2015.1,0.261,525686.0
-5257.4,-2018.5,0.225,525676.0
-5257.3,-2020.8,0.209,525666.0
-5257.2,-2023.8,0.174,525656.0
-5257.1,-2040.4,0.16,525646.0
-5257.0,-2048.1,0.145,525636.0
-5256.9,-2057.6,0.109,525626.0
-5256.8,-2048.1,0.094,525616.0
-5256.7,-2056.6,0.079,525606.0
-5256.6,-2056.4,0.066,525596.0
-5256.5,-2068.7,0.032,525586.0
-5256.4,-2078.9,0.018,525576.0
-5256.3,-2101.2,0.006,525566.0
-5256.2,-2084.8,-0.008,525556.0
-5256.1,-2082.8,-0.022,525546.0
-5256.0,-2080.9,-0.034,525536.0
-5255.9,-2095.6,-0.048,525526.0
-5255.8,-2093.8,-0.059,525516.0
-5255.7,-2102.6,-0.052,525506.0
-5255.6,-2117.4,-0.063,525496.0
-5255.5,-2143.9,-0.076,525486.0
-5255.4,-2164.9,-0.088,525476.0
-5255.3,-2176.5,-0.078,525466.0
-5255.2,-2174.1,-0.091,525456.0
-5255.1,-2171.5,-0.081,525446.0
-5255.0,-2176.6,-0.093,525436.0
-5254.9,-2168.3,-0.084,525426.0
-5254.8,-2172.6,-0.096,525416.0
-5254.7,-2190.4,-0.087,525406.0
-5254.6,-2191.8,-0.098,525396.0
-5254.5,-2189.6,-0.091,525386.0
-5254.4,-2183.0,-0.082,525376.0
-5254.3,-2187.0,-0.074,525366.0
-5254.2,-2199.8,-0.086,525356.0
-5254.1,-2193.6,-0.08,525346.0
-5254.0,-2186.3,-0.073,525336.0
-5253.9,-2201.9,-0.064,525326.0
-5253.8,-2192.9,-0.058,525316.0
-5253.7,-2189.2,-0.05,525306.0
-5253.6,-2193.4,-0.045,525296.0
-5253.5,-2197.2,-0.039,525286.0
-5253.4,-2198.7,-0.014,525276.0
-5253.3,-2194.1,-0.008,525266.0
-5253.2,-2193.0,-0.003,525256.0
-5253.1,-2187.8,0.002,525246.0
-5253.0,-2212.0,0.027,525236.0
-5252.9,-2188.8,0.031,525226.0
-5252.8,-2185.9,0.035,525216.0
-5252.7,-2198.4,0.058,525206.0
-5252.6,-2190.2,0.062,525196.0
-5252.5,-2196.1,0.087,525186.0
-5252.4,-2188.4,0.11,525176.0
-5252.3,-2185.3,0.113,525166.0
-5252.2,-2191.2,0.136,525156.0
-5252.1,-2185.7,0.16,525146.0
-5252.0,-2191.6,0.163,525136.0
-5251.9,-2187.2,0.186,525126.0
-5251.8,-2181.7,0.21,525116.0
-5251.7,-2196.9,0.232,525106.0
-5251.6,-2178.6,0.234,525096.0
-5251.5,-2184.4,0.257,525086.0
-5251.4,-2171.7,0.28,525076.0
-5251.3,-2176.6,0.301,525066.0
-5251.2,-2182.2,0.323,525056.0
-5251.1,-2166.6,0.344,525046.0
-5251.0,-2180.1,0.367,525036.0
-5250.9,-2165.4,0.387,525026.0
-5250.8,-2166.1,0.409,525016.0
-5250.7,-2176.2,0.431,525006.0
-5250.6,-2169.4,0.451,524996.0
-5250.5,-2166.2,0.473,524986.0
-5250.4,-2173.2,0.493,524976.0
-5250.3,-2164.5,0.514,524966.0
-5250.2,-2157.2,0.535,524956.0
-5250.1,-2156.7,0.555,524946.0
-5250.0,-2151.7,0.595,524936.0
-5249.9,-2156.4,0.616,524926.0
-5249.8,-2184.3,0.636,524916.0
-5249.7,-2185.7,0.654,524906.0
-5249.6,-2172.9,0.694,524896.0
-5249.5,-2150.5,0.713,524886.0
-5249.4,-2148.7,0.734,524876.0
-5249.3,-2139.2,0.772,524866.0
-5249.2,-2141.5,0.792,524856.0
-5249.1,-2139.1,0.811,524846.0
-5249.0,-2149.7,0.85,524836.0
-5248.9,-2167.0,0.869,524826.0
-5248.8,-2129.2,0.907,524816.0
-5248.7,-2161.0,0.928,524806.0
-5248.6,-2126.0,0.966,524796.0
-5248.5,-2138.8,0.985,524786.0
-5248.4,-2125.2,1.023,524776.0
-5248.3,-2127.1,1.042,524766.0
-5248.2,-2115.4,1.081,524756.0
-5248.1,-2112.5,1.12,524746.0
-5248.0,-2110.8,1.139,524736.0
-5247.9,-2105.6,1.179,524726.0
-5247.8,-2108.4,1.217,524716.0
-5247.7,-2115.9,1.235,524706.0
-5247.6,-2105.7,1.274,524696.0
-5247.5,-2101.6,1.312,524686.0
-5247.4,-2099.7,1.351,524676.0
-5247.3,-2095.9,1.389,524666.0
-5247.2,-2090.1,1.407,524656.0
-5247.1,-2092.9,1.446,524646.0
-5247.0,-2090.1,1.484,524636.0
-5246.9,-2028.7,1.502,524626.0
-5246.8,-2022.8,1.539,524616.0
-5246.7,-2005.7,1.577,524606.0
-5246.6,-2003.8,1.595,524596.0
-5246.5,-1994.9,1.632,524586.0
-5246.4,-1990.6,1.67,524576.0
-5246.3,-1981.3,1.687,524566.0
-5246.2,-1990.1,1.724,524556.0
-5246.1,-2001.0,1.761,524546.0
-5246.0,-1976.6,1.777,524536.0
-5245.9,-1879.3,1.814,524526.0
-5245.8,-1883.4,1.83,524516.0
-5245.7,-1852.1,1.865,524506.0
-5245.6,-1848.8,1.881,524496.0
-5245.5,-1821.8,1.916,524486.0
-5245.4,-1818.9,1.932,524476.0
-5245.3,-1848.1,1.966,524466.0
-5245.2,-1823.9,1.978,524456.0
-5245.1,-1838.4,1.992,524446.0
-5245.0,-1820.0,2.025,524436.0
-5244.9,-1783.3,2.039,524426.0
-5244.8,-1791.1,2.073,524416.0
-5244.7,-1768.8,2.087,524406.0
-5244.6,-1807.1,2.099,524396.0
-5244.5,-1830.3,2.132,524386.0
-5244.4,-1822.6,2.142,524376.0
-5244.3,-1786.6,2.154,524366.0
-5244.2,-1814.3,2.187,524356.0
-5244.1,-1781.0,2.198,524346.0
-5244.0,-1793.2,2.211,524336.0
-5243.9,-1817.4,2.223,524326.0
-5243.8,-1795.9,2.254,524316.0
-5243.7,-1790.7,2.267,524306.0
-5243.6,-1797.8,2.28,524296.0
-5243.5,-1801.3,2.292,524286.0
-5243.4,-1808.1,2.304,524276.0
-5243.3,-1831.5,2.317,524266.0
-5243.2,-1814.9,2.348,524256.0
-5243.1,-1815.2,2.362,524246.0
-5243.0,-1810.6,2.376,524236.0
-5242.9,-1837.1,2.389,524226.0
-5242.8,-1827.6,2.402,524216.0
-5242.7,-1823.8,2.415,524206.0
-5242.6,-1832.0,2.429,524196.00000000006
-5242.5,-1826.8,2.443,524186.0
-5242.4,-1833.8,2.456,524175.99999999994
-5242.3,-1863.9,2.469,524166.0
-5242.2,-1837.0,2.484,524156.0
-5242.1,-1837.4,2.497,524146.00000000006
-5242.0,-1835.3,2.532,524136.0
-5241.9,-1870.7,2.547,524125.99999999994
-5241.8,-1839.4,2.563,524116.0
-5241.7,-1841.4,2.578,524106.0
-5241.6,-1845.5,2.614,524096.00000000006
-5241.5,-1851.1,2.63,524086.0
-5241.4,-1842.0,2.667,524075.99999999994
-5241.3,-1841.2,2.684,524066.0
-5241.2,-1836.8,2.721,524056.0
-5241.1,-1838.4,2.739,524046.00000000006
-5241.0,-1849.3,2.777,524036.0
-5240.9,-1874.5,2.794,524025.99999999994
-5240.8,-1857.8,2.832,524016.0
-5240.7,-1860.4,2.871,524006.0
-5240.6,-1876.6,2.89,523996.00000000006
-5240.5,-1861.9,2.929,523986.0
-5240.4,-1877.8,2.968,523975.99999999994
-5240.3,-1858.0,3.008,523966.0
-5240.2,-1855.9,3.049,523956.0
-5240.1,-1853.7,3.09,523946.00000000006
-5240.0,-1871.9,3.131,523936.0
-5239.9,-1886.0,3.172,523925.99999999994
-5239.8,-1887.4,3.213,523916.0
-5239.7,-1896.7,3.254,523906.0
-5239.6,-1876.7,3.295,523896.00000000006
-5239.5,-1898.0,3.335,523886.0
-5239.4,-1883.3,3.376,523875.99999999994
-5239.3,-1893.5,3.435,523866.0
-5239.2,-1880.1,3.475,523856.0
-5239.1,-1876.3,3.514,523846.00000000006
-5239.0,-1875.6,3.574,523836.0
-5238.9,-1875.3,3.613,523825.99999999994
-5238.8,-1879.8,3.673,523816.0
-5238.7,-1900.4,3.712,523806.0
-5238.6,-1898.0,3.77,523796.00000000006
-5238.5,-1888.5,3.809,523786.0
-5238.4,-1916.1,3.867,523775.99999999994
-5238.3,-1883.9,3.906,523766.0
-5238.2,-1882.9,3.963,523756.0
-5238.1,-1876.6,4.02,523746.00000000006
-5238.0,-1857.1,4.077,523736.0
-5237.9,-1853.1,4.113,523725.99999999994
-5237.8,-1932.3,4.169,523716.0
-5237.7,-1870.6,4.225,523706.0
-5237.6,-1943.8,4.282,523696.00000000006
-5237.5,-1878.9,4.336,523686.0
-5237.4,-1879.7,4.39,523675.99999999994
-5237.3,-1861.2,4.445,523666.0
-5237.2,-1850.4,4.478,523656.0
-5237.1,-1910.0,4.533,523646.00000000006
-5237.0,-1891.8,4.565,523636.0
-5236.9,-1912.5,4.596,523625.99999999994
-5236.8,-1949.2,4.627,523616.0
-5236.7,-1917.9,4.658,523606.0
-5236.6,-1949.5,4.688,523596.00000000006
-5236.5,-1922.8,4.697,523586.0
-5236.4,-1946.7,4.725,523575.99999999994
-5236.3,-1894.2,4.733,523566.0
-5236.2,-1866.3,4.741,523556.0
-5236.1,-1866.2,4.748,523546.00000000006
-5236.0,-1875.0,4.754,523536.0
-5235.9,-1902.9,4.759,523525.99999999994
-5235.8,-1863.4,4.745,523516.0
-5235.7,-1854.7,4.75,523506.0
-5235.6,-1866.6,4.735,523496.00000000006
-5235.5,-1869.7,4.719,523486.0
-5235.4,-1866.7,4.701,523475.99999999994
-5235.3,-1878.0,4.683,523466.0
-5235.2,-1861.8,4.662,523456.0
-5235.1,-1849.3,4.642,523446.00000000006
-5235.0,-1859.9,4.602,523436.0
-5234.9,-1846.5,4.562,523425.99999999994
-5234.8,-1852.2,4.542,523416.0
-5234.7,-1838.6,4.502,523406.0
-5234.6,-1894.9,4.462,523396.00000000006
-5234.5,-1860.3,4.399,523386.0
-5234.4,-1842.3,4.359,523375.99999999994
-5234.3,-1854.6,4.301,523366.0
