Antarctic Ice Vol Discharge (Gigatons per year),Transformed Year,CO2 (ppmv),Temperature (Kelvin)
-2861.3,133306,229.96067467124072,216.65843611626585
-2895.0,133316,229.94323613493424,216.65400166736254
-2872.9,133326,229.92579759862778,216.64956810721836
-2868.4,133336,229.90835906232132,216.64513543583328
-2927.6,133346,229.89092052601487,216.64070365320734
-2890.1,133356,229.8734819897084,216.63627275934044
-2887.4,133366,229.85604345340195,216.6318427542327
-2901.0,133376,229.8386049170955,216.6274136378841
-2968.4,133386,229.82116638078904,216.6229854102946
-2920.3,133396,229.80372784448255,216.61855807146424
-2967.5,133406,229.7862893081761,216.61413162139291
-2931.8,133416,229.76885077186964,216.60970606008075
-2932.8,133426,229.75141223556318,216.60528138752767
-2984.7,133436,229.73397369925672,216.6008576037337
-2977.7,133446,229.71653516295027,216.59643470869884
-2976.1,133456,229.6990966266438,216.59201270242318
-2930.1,133466,229.68165809033735,216.58759158490653
-2985.9,133476,229.66421955403086,216.583171356149
-2965.1,133486,229.6467810177244,216.5787520161506
-2988.5,133496,229.62934248141795,216.57433356491134
-2957.7,133506,229.6119039451115,216.5699160024312
-2973.8,133516,229.59446540880504,216.56549932871013
-2958.1,133526,229.57702687249858,216.56108354374817
-2982.0,133536,229.55958833619212,216.55666864754537
-2980.8,133546,229.54214979988566,216.55225464010167
-2948.6,133556,229.52471126357918,216.547841521417
-2959.0,133566,229.50727272727272,216.54342929149158
-2979.8,133576,229.48983419096626,216.53901795032513
-2952.2,133586,229.4723956546598,216.5346074979179
-2967.4,133596,229.45495711835335,216.5301979342697
-2942.6,133606,229.4375185820469,216.52578925938064
-2959.7,133616,229.42008004574043,216.52138147325073
-2959.4,133626,229.40264150943398,216.5169745758799
-2954.6,133636,229.3852029731275,216.51256856726823
-2980.1,133646,229.36776443682103,216.50816344741563
-2991.3,133656,229.35032590051458,216.5037592163221
-2962.5,133666,229.33288736420812,216.49935587398778
-2975.8,133676,229.31544882790166,216.49495342041251
-2972.9,133686,229.2980102915952,215.6
-3000.2,133696,229.28057175528875,216.48615117953935
-2979.0,133706,229.2631332189823,216.4817513922414
-2992.0,133716,229.2456946826758,216.47735249370254
-2958.1,133726,229.22825614636935,216.47295448392282
-3004.5,133736,229.2108176100629,216.4685573629023
-2990.6,133746,229.19337907375643,214.8
-3022.2,133756,229.17594053744997,216.45976578713845
-3010.9,133766,229.15850200114352,216.45537133239517
-3030.8,133776,229.14106346483706,216.45097776641103
-3006.9,133786,229.1236249285306,216.44658508918604
-3051.9,133796,229.10618639222412,216.4421933007201
-3054.9,133806,229.08874785591766,216.43780240101333
-3062.8,133816,229.0713093196112,216.43341239006557
-3036.5,133826,229.05387078330475,216.42902326787706
-3063.0,133836,229.0364322469983,216.4246350344476
-3013.3,133846,229.01899371069183,216.42024768977723
-3054.2,133856,229.00155517438537,216.41586123386594
-3061.6,133866,228.98411663807892,216.41147566671384
-3046.3,133876,228.96667810177243,216.40709098832082
-3022.0,133886,228.94923956546597,216.40270719868693
-3070.8,133896,228.93180102915952,216.39832429781214
-3037.0,133906,228.91436249285306,216.39394228569645
-3072.3,133916,228.8969239565466,216.38956116233987
-3047.9,133926,228.87948542024014,216.38518092774243
-3059.1,133936,228.8620468839337,216.38080158190405
-3056.6,133946,228.84460834762723,216.37642312482487
-3060.3,133956,228.82716981132074,216.37204555650473
-3076.5,133966,228.8097312750143,216.36766887694372
-3100.1,133976,228.79229273870783,216.36329308614177
-3056.0,133986,228.77485420240137,216.358918184099
-3071.5,133996,228.75741566609491,216.3545441708154
-3081.7,134006,228.73997712978846,216.35017104629082
-3123.1,134016,228.722538593482,216.3457988105254
-3094.9,134026,228.70510005717554,216.34142746351904
-3107.0,134036,228.68766152086906,216.33705700527182
-3105.3,134046,228.6702229845626,216.3326874357837
-3107.9,134056,228.65278444825614,216.3283187550547
-3110.1,134066,228.63534591194968,216.32395096308485
-3109.5,134076,228.61790737564323,216.31958405987402
-3112.5,134086,228.60046883933677,216.3152180454224
-3077.2,134096,228.5830303030303,216.31085291972983
-3080.5,134106,228.56559176672386,216.30648868279638
-3088.1,134116,228.54815323041737,216.30212533462208
-3090.3,134126,228.5307146941109,216.29776287520684
-3105.1,134136,228.51327615780446,216.29340130455074
-3126.0,134146,228.495837621498,216.28904062265374
-3144.3,134156,228.47839908519154,216.28468082951588
-3097.2,134166,228.46096054888508,216.28032192513714
-3179.9,134176,228.44352201257863,216.2759639095175
-3143.9,134186,228.42608347627217,216.27160678265693
-3117.5,134196,228.40864493996568,216.2672505445555
-3092.9,134206,228.39120640365923,216.2628951952132
-3097.0,134216,228.37376786735277,216.25854073462997
-3050.7,134226,228.3563293310463,216.2541871628059
-2950.3,134236,228.33889079473985,216.24983447974088
-2921.4,134246,228.3214522584334,216.24548268543504
-2981.5,134256,228.30401372212694,216.24113177988826
-2834.3,134266,228.28657518582048,216.23678176310062
-2877.5,134276,228.269136649514,216.2324326350721
-2855.3,134286,228.25169811320754,216.22808439580268
-2783.9,134296,228.23425957690108,216.22373704529238
-2652.6,134306,228.21682104059462,216.21939058354118
-2505.5,134316,228.19938250428817,216.21504501054912
-2226.3,134326,228.1819439679817,216.21070032631613
-1742.4,134336,228.16450543167525,216.20635653084227
-1742.4,134346,228.1470668953688,216.20201362412752
-1717.9,134356,228.1296283590623,216.19767160617192
-1708.4,134366,228.11218982275585,216.19333047697538
-1699.4,134376,228.0947512864494,216.18899023653793
-1706.3,134386,228.07731275014294,216.18465088485965
-1668.1,134396,228.05987421383648,216.18031242194047
-1658.5,134406,228.04243567753002,216.17597484778042
-1623.1,134416,228.02499714122357,216.17163816237945
-1544.3,134426,228.0075586049171,216.1673023657376
-1324.9,134436,227.99012006861062,216.16296745785485
-1323.5,134446,227.97268153230416,216.15863343873124
-1358.0,134456,227.9552429959977,215.0
-1360.2,134466,227.93780445969125,216.14996806676132
-1362.6,134476,227.9203659233848,216.14563671391505
-1364.0,134486,227.90292738707834,216.14130624982786
-1403.4,134496,227.88548885077188,216.13697667449983
-1358.2,134506,227.86805031446542,216.13264798793085
-1355.8,134516,227.85061177815896,216.12832019012103
-1334.4,134526,227.83317324185248,216.1239932810703
-1301.1,134536,227.81573470554602,216.1196672607787
-1308.1,134546,227.79829616923956,216.11534212924616
-1302.6,134556,227.7808576329331,216.1110178864728
-1279.1,134566,227.76341909662665,216.1066945324585
-1292.4,134576,227.7459805603202,216.10237206720333
-1303.6,134586,227.72854202401373,216.0980504907073
-1320.7,134596,227.71110348770725,216.09372980297033
-1338.0,134606,227.6936649514008,216.0894100039925
-1289.7,134616,227.67622641509433,216.08509109377377
-1312.0,134626,227.65878787878788,216.08077307231417
-1304.8,134636,227.64134934248142,216.07645593961368
-1311.9,134646,227.62391080617496,216.07213969567232
-1321.3,134656,227.6064722698685,216.06782434049003
-1416.8,134666,227.58903373356205,216.06350987406688
-1351.3,134676,227.5715951972556,216.05919629640283
-1331.5,134686,227.5541566609491,216.0548836074979
-1290.0,134696,227.53671812464265,216.0505718073521
-1343.9,134706,227.5192795883362,216.04626089596536
-1297.6,134716,227.50184105202973,216.0419508733378
-1365.2,134726,227.48440251572327,216.03764173946928
-1416.7,134736,227.46696397941682,216.0333334943599
-1449.3,134746,227.44952544311036,216.02902613800967
-1427.1,134756,227.4320869068039,216.02471967041856
-1451.5,134766,227.41464837049742,216.02041409158647
-1494.6,134776,227.39720983419096,216.01610940151357
-1444.9,134786,227.3797712978845,216.01180560019972
-1444.3,134796,227.36233276157805,214.7
-1421.9,134806,227.3448942252716,216.00320066384944
-1436.3,134816,227.32745568896513,215.998899528813
-1515.1,134826,227.31001715265867,215.99459928253563
-1797.1,134836,227.29257861635222,215.99029992501735
-1793.3,134846,227.27514008004573,215.98600145625826
-1767.9,134856,227.25770154373927,215.98170387625825
-1780.8,134866,227.24026300743282,215.97740718501734
-1759.4,134876,227.22282447112636,215.97311138253554
-1764.9,134886,227.2053859348199,215.96881646881283
-1766.9,134896,227.18794739851344,215.96452244384926
-1805.9,134906,227.170508862207,215.96022930764477
-1833.7,134916,227.15307032590053,215.95593706019943
-2044.0,134926,227.13563178959404,215.9516457015132
-2774.0,134936,227.1181932532876,215.94735523158607
-2766.5,134946,227.10075471698113,215.94306565041805
-2782.2,134956,227.08331618067467,215.93877695800916
-2754.1,134966,227.06587764436821,215.93448915435934
-2714.0,134976,227.04843910806176,215.9302022394687
-2713.6,134986,227.0310005717553,215.9259162133371
-2703.0,134996,227.01356203544884,215.92163107596463
-2711.3,135006,226.99612349914236,215.9173468273513
-2670.8,135016,226.9786849628359,215.91306346749707
-2666.1,135026,226.96124642652944,215.90878099640196
-2654.3,135036,226.94380789022298,215.90449941406592
-2630.6,135046,226.92636935391653,215.90021872048905
-2575.8,135056,226.90893081761007,215.89593891567125
-2557.5,135066,226.8914922813036,215.89165999961259
-2592.5,135076,226.87405374499716,215.88738197231305
-2549.8,135086,226.85661520869067,215.88310483377256
-2510.2,135096,226.8391766723842,215.87882858399124
-2512.4,135106,226.82173813607776,215.87455322296904
-2520.3,135116,226.8042995997713,215.87027875070592
-2548.7,135126,226.78686106346484,215.8660051672019
-2497.3,135136,226.76942252715838,215.86173247245705
-2489.5,135146,226.75198399085193,215.8574606664713
-2515.3,135156,226.73454545454547,215.85318974924462
-2479.1,135166,226.71710691823898,215.84891972077708
-2453.4,135176,226.69966838193253,215.84465058106863
-2489.5,135186,226.68222984562607,215.8403823301193
-2436.4,135196,226.6647913093196,215.83611496792912
-2486.3,135206,226.64735277301315,215.831848494498
-2459.9,135216,226.6299142367067,215.827582909826
-2502.5,135226,226.61247570040024,215.82331821391315
-2440.1,135236,226.59503716409378,215.81905440675936
-2434.1,135246,226.5775986277873,215.8147914883647
-2439.5,135256,226.56016009148084,215.8105294587292
-2414.2,135266,226.54272155517438,215.80626831785278
-2433.6,135276,226.52528301886792,215.80200806573544
-2465.3,135286,226.50784448256147,215.79774870237722
-2460.8,135296,226.490405946255,215.79349022777814
-2426.1,135306,226.47296740994855,212.9
-2449.7,135316,226.4555288736421,215.7849759448573
-2375.8,135326,226.4380903373356,215.78072013653554
-2395.6,135336,226.42065180102915,215.7764652169729
-2463.1,135346,226.4032132647227,215.7722111861694
-2437.5,135356,226.38577472841624,215.76795804412495
-2455.5,135366,226.36833619210978,215.76370579083968
-2449.0,135376,226.35089765580332,215.75945442631348
-2466.0,135386,226.33345911949687,215.7552039505464
-2425.2,135396,226.3160205831904,215.75095436353843
-2502.8,135406,226.29858204688392,215.74670566528957
-2457.2,135416,226.28114351057746,215.74245785579978
-2403.6,135426,226.263704974271,215.73821093506922
-2515.1,135436,226.24626643796455,215.73396490309767
-2363.9,135446,226.2288279016581,215.72971975988528
-2385.3,135456,226.21138936535164,215.72547550543197
-2385.7,135466,226.19395082904518,215.7212321397378
-2414.6,135476,226.17651229273872,215.71698966280275
-2403.0,135486,226.15907375643224,215.71274807462675
-2386.3,135496,226.14163522012578,215.7085073752099
-2421.1,135506,226.12419668381932,215.70426756455217
-2408.0,135516,226.10675814751286,215.70002864265356
-2409.7,135526,226.0893196112064,215.69579060951406
-2390.0,135536,226.07188107489995,215.69155346513364
-2387.5,135546,226.0544425385935,215.68731720951232
-2387.7,135556,226.03700400228703,215.68308184265018
-2483.0,135566,226.01956546598055,215.67884736454712
-2447.8,135576,226.0021269296741,215.67461377520314
-2507.2,135586,225.98468839336763,215.67038107461835
-2396.2,135596,225.96724985706118,215.6661492627926
-2396.4,135606,225.94981132075472,215.66191833972601
-2428.9,135616,225.93237278444826,215.65768830541845
-2420.0,135626,225.9149342481418,215.65345915987007
-2404.8,135636,225.89749571183535,215.64923090308082
-2394.3,135646,225.88005717552886,215.64500353505065
-2402.5,135656,225.8626186392224,215.6407770557796
-2415.9,135666,225.84518010291595,215.63655146526764
-2460.9,135676,225.8277415666095,215.63232676351484
-2431.1,135686,225.81030303030303,215.62810295052114
-2456.3,135696,225.79286449399657,215.6238800262865
-2425.0,135706,225.77542595769012,215.61965799081102
-2468.1,135716,225.75798742138366,215.6154368440947
-2479.6,135726,225.7405488850772,215.6112165861374
-2444.6,135736,225.72311034877072,215.60699721693922
-2439.2,135746,225.70567181246426,215.6027787365002
-2435.6,135756,225.6882332761578,215.59856114482025
-2444.7,135766,225.67079473985135,215.59434444189944
-2434.3,135776,225.6533562035449,215.59012862773776
-2453.2,135786,225.63591766723843,215.58591370233512
-2469.6,135796,225.61847913093197,215.58169966569164
-2449.4,135806,225.6010405946255,215.5774865178073
-2476.8,135816,225.58360205831903,215.573274258682
-2498.9,135826,225.56616352201257,215.56906288831587
-2481.2,135836,225.54872498570612,215.56485240670887
-2465.8,135846,225.53128644939966,215.56064281386094
-2481.7,135856,225.5138479130932,215.5564341097721
-2497.3,135866,225.49640937678674,215.55222629444245
-2481.3,135876,225.4789708404803,215.54801936787186
-2495.5,135886,225.46153230417383,215.54381333006035
-2555.1,135896,225.44409376786734,215.53960818100796
-2494.3,135906,225.4266552315609,215.53540392071474
-2507.8,135916,225.40921669525443,215.53120054918062
-2478.7,135926,225.39177815894797,215.52699806640558
-2463.0,135936,225.37433962264151,215.5227964723897
-2527.0,135946,225.35690108633506,215.51859576713284
-2485.9,135956,225.3394625500286,215.5143959506352
-2525.5,135966,225.3220240137221,215.51019702289662
-2512.1,135976,225.30458547741566,215.50599898391715
-2460.8,135986,225.2871469411092,215.5018018336968
-2479.6,135996,225.26970840480274,215.49760557223556
-2471.5,136006,225.25226986849628,215.49341019953343
-2453.9,136016,225.23483133218983,215.48921571559043
-2475.7,136026,225.21739279588337,215.48502212040648
-2523.9,136036,225.1999542595769,215.48082941398172
-2438.5,136046,225.18251572327046,215.47663759631607
-2399.6,136056,225.16507718696397,215.47244666740946
-2369.1,136066,225.1476386506575,215.46825662726204
-2382.1,136076,225.13020011435106,215.46406747587366
-2373.2,136086,225.1127615780446,215.45987921324445
-2360.3,136096,225.09532304173814,215.45569183937437
-2348.8,136106,225.07788450543168,215.45150535426333
-2325.7,136116,225.06044596912523,215.44731975791143
-2316.1,136126,225.04300743281877,215.44313505031866
-2317.2,136136,225.02556889651228,215.43895123148502
-2334.3,136146,225.00813036020583,215.43476830141043
-2323.9,136156,224.99069182389937,215.430586260095
-2340.2,136166,224.9732532875929,215.42640510753867
-2330.0,136176,224.95581475128645,215.42222484374147
-2294.2,136186,224.93837621498,215.41804546870333
-2293.4,136196,224.92093767867354,215.41386698242434
-2257.5,136206,224.90349914236708,215.40968938490445
-2214.1,136216,224.8860606060606,215.40551267614367
-2148.0,136226,224.86862206975414,215.40133685614202
-1757.3,136236,224.85118353344768,215.39716192489942
-1767.0,136246,224.83374499714122,215.39298788241607
-1754.5,136256,224.81630646083477,215.3888147286917
-1747.4,136266,224.7988679245283,215.3846424637265
-1745.4,136276,224.78142938822185,215.38047108752042
-1759.9,136286,224.7639908519154,215.37630060007345
-1757.5,136296,224.7465523156089,215.37213100138555
-1736.1,136306,224.72911377930245,215.36796229145682
-1766.7,136316,224.711675242996,215.36379447028713
-1638.8,136326,224.69423670668954,215.35962753787663
-1393.3,136336,224.67679817038308,215.3554614942252
-1409.0,136346,224.65935963407662,215.35129633933286
-1382.6,136356,224.64192109777017,215.34713207319965
-1383.4,136366,224.6244825614637,215.34296869582556
-1372.2,136376,224.60704402515722,215.3388062072106
-1381.9,136386,224.58960548885076,215.33464460735473
-1388.4,136396,224.5721669525443,215.33048389625793
-1382.6,136406,224.55472841623785,215.32632407392032
-1404.8,136416,224.5372898799314,215.32216514034184
-1339.1,136426,224.51985134362494,215.31800709552243
-1408.1,136436,224.50241280731848,215.31384993946207
-1292.9,136446,224.48497427101202,215.3096936721609
-1288.1,136456,224.46753573470554,215.30553829361884
-1258.5,136466,224.45009719839908,215.30138380383588
-1372.1,136476,224.43265866209262,215.29723020281202
-1291.0,136486,224.41522012578616,215.29307749054726
-1332.8,136496,224.3977815894797,215.28892566704164
-1313.4,136506,224.38034305317325,215.2847747322951
-1295.1,136516,224.3629045168668,215.2806246863077
-1339.4,136526,224.34546598056033,215.2764755290794
-1292.4,136536,224.32802744425385,215.2723272606102
-1284.0,136546,224.3105889079474,215.26817988090016
-1321.1,136556,224.29315037164093,215.2640333899492
-1308.9,136566,224.27571183533448,215.25988778775735
-1319.3,136576,224.25827329902802,215.25574307432464
-1319.1,136586,224.24083476272156,215.251599249651
-1365.1,136596,224.2233962264151,215.24745631373648
-1343.0,136606,224.20595769010865,215.24331426658108
-1327.2,136616,224.18851915380216,215.23917310818484
-1373.2,136626,224.1710806174957,215.23503283854765
-1410.9,136636,224.15364208118925,215.2308934576696
-1331.2,136646,224.1362035448828,215.22675496555064
-1435.4,136656,224.11876500857633,215.2226173621908
-1367.8,136666,224.10132647226988,215.21848064759004
-1367.2,136676,224.08388793596342,215.21434482174843
-1332.5,136686,224.06644939965696,215.21020988466594
-1427.4,136696,224.04901086335047,215.20607583634262
-1389.7,136706,224.03157232704402,215.2019426767783
-1424.2,136716,224.01413379073756,215.19781040597314
-1315.6,136726,223.9966952544311,215.19367902392707
-1314.5,136736,223.97925671812465,215.18954853064014
-1333.4,136746,223.9618181818182,215.1854189261123
-1310.2,136756,223.94437964551173,215.18129021034363
-1313.9,136766,223.92694110920527,215.17716238333398
-1363.7,136776,223.90950257289882,215.17303544508349
-1390.4,136786,223.89206403659233,215.16890939559212
-1312.5,136796,223.87462550028587,215.16478423485984
-1306.0,136806,223.85718696397942,215.1606599628867
-1345.8,136816,223.83974842767296,215.15653657967266
-1351.5,136826,223.8223098913665,215.15241408521777
-1353.4,136836,223.80487135506004,215.14829247952196
-1314.4,136846,223.7874328187536,215.1441717625852
-1279.6,136856,223.7699942824471,215.1400519344076
-1423.9,136866,223.75255574614064,215.13593299498916
-1318.7,136876,223.7351172098342,215.1318149443298
-1286.1,136886,223.71767867352773,215.12769778242952
-1219.6,136896,223.70024013722127,215.12358150928839
-1226.0,136906,223.68280160091481,215.11946612490632
-1216.8,136916,223.66536306460836,215.1153516292834
-1318.5,136926,223.6479245283019,215.1112380224196
-1665.1,136936,223.63048599199544,215.10712530431493
-1651.6,136946,223.61304745568896,215.10301347496932
-1698.2,136956,223.5956089193825,215.09890253438286
-1654.1,136966,223.57817038307604,215.09479248255553
-1665.8,136976,223.56073184676958,215.09068331948723
-1737.5,136986,223.54329331046313,215.08657504517814
-1687.5,136996,223.52585477415667,215.08246765962812
-1747.6,137006,223.5084162378502,215.0783611628372
-1808.6,137016,223.49097770154373,215.07425555480538
-2114.7,137026,223.47353916523727,215.07015083553273
-2914.5,137036,223.4561006289308,215.06604700501913
-2896.4,137046,223.43866209262436,215.0619440632647
-2949.3,137056,223.4212235563179,215.05784201026935
-2929.5,137066,223.40378502001144,215.0537408460331
-2921.7,137076,223.38634648370498,215.049640570556
-2941.7,137086,223.36890794739853,215.04554118383794
-2928.7,137096,223.35146941109207,215.04144268587902
-2958.4,137106,223.33403087478558,215.0373450766793
-2952.2,137116,223.31659233847913,215.03324835623857
-2952.9,137126,223.29915380217267,215.029152524557
-2958.0,137136,223.2817152658662,215.0250575816346
-2971.2,137146,223.26427672955975,215.02096352747128
-2962.1,137156,223.2468381932533,215.016870362067
-2966.3,137166,223.22939965694684,215.01277808542187
-2972.7,137176,223.21196112064035,215.00868669753586
-2997.9,137186,223.1945225843339,215.004596198409
-2991.9,137196,223.17708404802744,215.00050658804122
-2999.6,137206,223.15964551172098,214.99641786643258
-2986.5,137216,223.14220697541452,214.992330033583
-3002.5,137226,223.12476843910807,214.98824308949256
-2995.6,137236,223.1073299028016,214.98415703416123
-3005.3,137246,223.08989136649515,214.980071867589
-3010.7,137256,223.0724528301887,214.9759875897759
-3022.5,137266,223.0550142938822,214.9719042007219
-3045.2,137276,223.03757575757575,214.967821700427
-3029.8,137286,223.0201372212693,214.96374008889126
-3055.4,137296,223.00269868496284,214.95965936611458
-3022.5,137306,222.98526014865638,214.95557953209703
-3071.6,137316,222.96782161234992,214.9515005868386
-3062.6,137326,222.95038307604347,214.94742253033928
-3064.9,137336,222.93294453973698,214.94334536259908
-3051.7,137346,222.91550600343052,214.939269083618
-3056.6,137356,222.89806746712406,214.935193693396
-3049.6,137366,222.8806289308176,214.93111919193313
-3061.5,137376,222.86319039451115,214.92704557922937
-3052.1,137386,222.8457518582047,214.92297285528474
-3073.9,137396,222.82831332189824,214.91890102009918
-3058.7,137406,222.81087478559178,214.91483007367276
-3087.5,137416,222.79343624928532,214.91076001600547
-3070.3,137426,222.77599771297884,214.90669084709725
-3101.6,137436,222.75855917667238,214.90262256694817
-3075.0,137446,222.74112064036592,214.89855517555822
-3091.3,137456,222.72368210405946,214.8944886729273
-3099.1,137466,222.706243567753,214.8904230590556
-3138.2,137476,222.68880503144655,214.886358333943
-3084.8,137486,222.6713664951401,214.8822944975894
-3119.8,137496,222.65392795883363,214.878231549995
-3099.5,137506,222.63648942252715,214.87416949115968
-3181.2,137516,222.6190508862207,214.8701083210835
-3117.5,137526,222.60161234991423,214.86604803976644
-3151.8,137536,222.58417381360778,214.86198864720848
-3158.8,137546,222.56673527730132,214.8579301434096
-3136.6,137556,222.54929674099486,214.85387252836986
-3145.7,137566,222.5318582046884,214.84981580208927
-3164.9,137576,222.51441966838195,214.84575996456775
-3168.1,137586,222.49698113207546,214.8417050158053
-3173.1,137596,222.479542595769,214.83765095580208
-3162.0,137606,222.46210405946255,214.83359778455787
-3142.4,137616,222.4446655231561,214.8295455020728
-3167.5,137626,222.42722698684963,214.8254941083468
-3181.8,137636,222.40978845054318,214.82144360338
-3170.9,137646,222.39234991423672,214.81739398717224
-3161.3,137656,222.37491137793026,214.81334525972366
-3188.5,137666,222.35747284162377,214.8092974210341
-3174.2,137676,222.34003430531732,214.8052504711037
-3188.8,137686,222.32259576901086,214.8012044099325
-3192.9,137696,222.3051572327044,214.7971592375203
-3178.4,137706,222.28771869639795,214.79311495386722
-3187.3,137716,222.2702801600915,214.78907155897326
-3178.6,137726,222.25284162378503,214.78502905283847
-3199.7,137736,222.23540308747857,214.78098743546272
-3183.8,137746,222.2179645511721,214.77694670684608
-3194.7,137756,222.20052601486563,214.7729068669886
-3171.2,137766,222.18308747855917,214.7688679158902
-3167.2,137776,222.16564894225272,214.76482985355094
-3188.0,137786,222.14821040594626,214.7607926799708
-3178.0,137796,222.1307718696398,214.7567563951497
-3174.8,137806,222.11333333333334,214.75272099908779
-3181.3,137816,222.0958947970269,214.74868649178495
-3210.4,137826,222.0784562607204,214.74465287324125
-3213.2,137836,222.06101772441394,214.74062014345662
-3201.4,137846,222.0435791881075,214.73658830243122
-3166.4,137856,222.02614065180103,214.73255735016477
-3186.5,137866,222.00870211549457,214.7285272866575
-3188.2,137876,221.99126357918811,214.72449811190938
-3150.4,137886,221.97382504288166,214.72046982592033
-3200.6,137896,221.9563865065752,214.7164424286904
-3207.6,137906,221.9389479702687,214.7124159202196
-3173.7,137916,221.92150943396226,214.70839030050786
-3175.2,137926,221.9040708976558,214.7043655695553
-3181.6,137936,221.88663236134934,214.70034172736183
-3190.8,137946,221.86919382504288,214.69631877392743
-3210.0,137956,221.85175528873643,214.69229670925222
-3230.9,137966,221.83431675242997,214.68827553333605
-3213.5,137976,221.8168782161235,214.68425524617902
-3209.9,137986,221.79943967981703,214.68023584778112
-3167.8,137996,221.78200114351057,214.67621733814232
-3207.2,138006,221.7645626072041,214.67219971726263
-3151.2,138016,221.74712407089766,214.668182985142
-3154.1,138026,221.7296855345912,214.66416714178055
-3161.3,138036,221.71224699828474,214.6601521871782
-3165.6,138046,221.69480846197828,214.65613812133492
-3164.8,138056,221.67736992567183,214.65212494425083
-3156.3,138066,221.65993138936534,214.64811265592581
-3143.5,138076,221.64249285305888,214.64410125635987
-3122.3,138086,221.62505431675243,214.6400907455531
-3103.5,138096,221.60761578044597,214.6360811235054
-3100.7,138106,221.5901772441395,214.63207239021682
-3104.2,138116,221.57273870783305,214.62806454568735
-3119.3,138126,221.5553001715266,214.62405758991702
-3099.4,138136,221.53786163522014,214.62005152290578
-3129.5,138146,221.52042309891368,214.61604634465365
-3115.4,138156,221.5029845626072,214.61204205516069
-3115.2,138166,221.48554602630074,214.60803865442674
-3098.3,138176,221.46810748999428,214.60403614245195
-3124.8,138186,221.45066895368782,214.60003451923632
-3088.8,138196,221.43323041738137,214.5960337847797
-3085.6,138206,221.4157918810749,214.59203393908226
-3044.5,138216,221.39835334476845,214.58803498214397
-3070.9,138226,221.38091480846197,214.58403691396472
-3060.5,138236,221.3634762721555,214.58003973454458
-3057.1,138246,221.34603773584905,214.57604344388358
-3043.9,138256,221.3285991995426,214.5720480419817
-3078.3,138266,221.31116066323614,214.56805352883896
-3030.1,138276,221.29372212692968,214.5640599044553
-3041.1,138286,221.27628359062322,214.5600671688307
-2983.0,138296,221.25884505431677,214.5560753219653
-2982.5,138306,221.2414065180103,214.55208436385897
-2977.9,138316,221.22396798170382,214.54809429451177
-2984.5,138326,221.20652944539736,214.54410511392365
-2970.6,138336,221.1890909090909,214.54011682209463
-3016.3,138346,221.17165237278445,214.53612941902475
-2936.7,138356,221.154213836478,214.532142904714
-2952.8,138366,221.13677530017154,214.52815727916231
-2938.5,138376,221.11933676386508,214.5241725423698
-2916.4,138386,221.1018982275586,214.52018869433633
-2897.9,138396,221.08445969125214,214.516205735062
-2929.6,138406,221.06702115494568,214.5122236645468
-2881.4,138416,221.04958261863922,214.50824248279076
-2886.6,138426,221.03214408233276,214.50426218979374
-2873.3,138436,221.0147055460263,214.50028278555592
-2844.0,138446,220.99726700971985,214.49630427007713
-2903.7,138456,220.9798284734134,214.49232664335744
-2859.2,138466,220.96238993710693,214.48834990539694
-2807.4,138476,220.94495140080045,214.48437405619552
-2838.7,138486,220.927512864494,214.48039909575317
-2794.0,138496,220.91007432818753,214.47642502407
-2760.5,138506,220.89263579188108,214.47245184114593
-2751.3,138516,220.87519725557462,214.46847954698094
-2685.2,138526,220.85775871926816,214.46450814157507
-2602.1,138536,220.8403201829617,214.46053762492832
-2607.1,138546,220.82288164665522,214.45656799704074
-2589.0,138556,220.80544311034876,214.45259925791217
-2594.1,138566,220.7880045740423,214.44863140754276
-2590.8,138576,220.77056603773585,214.44466444593246
-2582.9,138586,220.7531275014294,214.44069837308132
-2551.5,138596,220.73568896512293,214.4367331889892
-2591.8,138606,220.71825042881648,214.43276889365626
-2522.2,138616,220.70081189251002,214.4288054870824
-2429.4,138626,220.68337335620356,214.42484296926762
-2120.4,138636,220.66593481989707,214.42088134021202
-2127.8,138646,220.64849628359062,214.4169205999155
-2135.4,138656,220.63105774728416,214.41296074837808
-2117.2,138666,220.6136192109777,214.4090017855998
-2133.8,138676,220.59618067467125,214.40504371158062
-2185.8,138686,220.5787421383648,214.40108652632054
-2121.7,138696,220.56130360205833,214.3971302298196
-2116.7,138706,220.54386506575187,214.39317482207778
-2059.5,138716,220.5264265294454,214.38922030309507
-2015.9,138726,220.50898799313893,214.3852666728714
-1918.0,138736,220.49154945683247,214.38131393140688
-1897.9,138746,220.47411092052602,214.3773620787015
-1934.8,138756,220.45667238421956,214.37341111475524
-1905.0,138766,220.4392338479131,214.36946103956808
-1904.2,138776,220.42179531160664,214.36551185314
-1918.2,138786,220.4043567753002,214.36156355547107
-1930.2,138796,220.3869182389937,214.3576161465612
-1909.2,138806,220.36947970268724,214.35366962641052
-1905.7,138816,220.3520411663808,214.34972399501888
-1915.4,138826,220.33460263007433,214.34577925238642
-1945.9,138836,220.31716409376787,214.341835398513
-1945.9,138846,220.29972555746141,214.33789243339876
-1950.3,138856,220.28228702115496,214.3339503570436
-1952.8,138866,220.2648484848485,214.33000916944752
-1932.0,138876,220.247409948542,214.32606887061058
-1940.5,138886,220.22997141223556,214.32212946053278
-1907.8,138896,220.2125328759291,214.31819093921405
